atividade_produtiva,municipio_ibge,count
Suinocultura,Gurupi,1
Bovinocultura mista (touro - com características de corte,Monte Santo do Tocantins,1
Vaca - cruzada,Monte Santo do Tocantins,1
Principais produtos comercializados - bezerros,Monte Santo do Tocantins,1
Leite) -,Monte Santo do Tocantins,1
Avicultura,Monte Santo do Tocantins,1
Mandiocultura,Monte Santo do Tocantins,1
Bovinocultura mista (touro - com características de corte,Esperantina,1
Vaca - cruzada,Esperantina,1
Principais produtos comercializados - bezerros,Esperantina,1
Leite) -,Esperantina,1
Avicultura,Esperantina,1
Mandiocultura,Esperantina,1
Bovinocultura de corte,Araguaína,1
Avicultura,Araguaína,1
Mandiocultura,Araguaína,1
Culturas anuais,Araguaína,1
Bovinocultura mista (touro - com características de corte,Filadélfia,1
Vaca - cruzada,Filadélfia,1
Principais produtos comercializados - bezerros,Filadélfia,1
Leite) -,Filadélfia,1
Apicultura,Filadélfia,1
Meliponicultura,Filadélfia,1
Bovinocultura mista (touro - com características de corte,Piraquê,1
Vaca - cruzada,Piraquê,1
Principais produtos comercializados - bezerros,Piraquê,1
Leite) -,Piraquê,1
Avicultura,Piraquê,1
Culturas anuais,Piraquê,1
Bovinocultura de corte,Ipueiras,1
Avicultura,Ipueiras,1
Mandiocultura,Ipueiras,1
Culturas anuais,Ipueiras,1
Bovinocultura de corte,Luzinópolis,1
Avicultura,Luzinópolis,1
Bovinocultura mista (touro - com características de corte,Santa Terezinha do Tocantins,1
Vaca - cruzada,Santa Terezinha do Tocantins,1
Principais produtos comercializados - bezerros,Santa Terezinha do Tocantins,1
Leite) -,Santa Terezinha do Tocantins,1
Mandiocultura,Santa Terezinha do Tocantins,1
Olericultura,Santa Terezinha do Tocantins,1
Bovinocultura mista (touro - com características de corte,Centenário,1
Vaca - cruzada,Centenário,1
Principais produtos comercializados - bezerros,Centenário,1
Leite) -,Centenário,1
Mandiocultura,Centenário,1
Olericultura,Centenário,1
Bovinocultura mista (touro - com características de corte,Ananás,1
Vaca - cruzada,Ananás,1
Principais produtos comercializados - bezerros,Ananás,1
Leite) -,Ananás,1
Mandiocultura,Ananás,1
Olericultura,Ananás,1
Bovinocultura mista (touro - com características de corte,Babaçulândia,1
Vaca - cruzada,Babaçulândia,1
Principais produtos comercializados - bezerros,Babaçulândia,1
Leite) -,Babaçulândia,1
Mandiocultura,Babaçulândia,1
Culturas anuais,Babaçulândia,1
Bovinocultura de leite,Chapada de Areia,1
Pisicultura,Chapada de Areia,1
Bovinocultura mista (touro - com características de corte,Monte Santo do Tocantins,1
Vaca - cruzada,Monte Santo do Tocantins,1
Principais produtos comercializados - bezerros,Monte Santo do Tocantins,1
Leite) -,Monte Santo do Tocantins,1
Avicultura,Monte Santo do Tocantins,1
Extrativismo vegetal,Monte Santo do Tocantins,1
Bovinocultura de leite,Santa Fé do Araguaia,1
Avicultura,Santa Fé do Araguaia,1
Suinocultura,Santa Fé do Araguaia,1
Apicultura,Santa Fé do Araguaia,1
Meliponicultura,Santa Fé do Araguaia,1
Avicultura,Figueirópolis,1
Mandiocultura,Figueirópolis,1
Culturas anuais,Figueirópolis,1
Bovinocultura de corte,Barrolândia,1
Bovinocultura mista (touro - com características de corte,Barrolândia,1
Vaca - cruzada,Barrolândia,1
Principais produtos comercializados - bezerros,Barrolândia,1
Leite) -,Barrolândia,1
Fruticultura,Barrolândia,1
Bovinocultura mista (touro - com características de corte,Fortaleza do Tabocão,1
Vaca - cruzada,Fortaleza do Tabocão,1
Principais produtos comercializados - bezerros,Fortaleza do Tabocão,1
Leite) -,Fortaleza do Tabocão,1
Avicultura,Fortaleza do Tabocão,1
Suinocultura,Fortaleza do Tabocão,1
Pisicultura,Fortaleza do Tabocão,1
Bovinocultura de corte,Monte do Carmo,1
Avicultura,Monte do Carmo,1
Mandiocultura,Monte do Carmo,1
Culturas anuais,Monte do Carmo,1
Bovinocultura mista (touro - com características de corte,Gurupi,1
Vaca - cruzada,Gurupi,1
Principais produtos comercializados - bezerros,Gurupi,1
Leite) -,Gurupi,1
Avicultura,Gurupi,1
Suinocultura,Gurupi,1
Olericultura,Gurupi,1
Bovinocultura de leite,dois Irmãos do Tocantins,1
Pisicultura,dois Irmãos do Tocantins,1
Olericultura,Filadélfia,1
Avicultura,Xambioá,1
Olericultura,Xambioá,1
Bovinocultura mista (touro - com características de corte,Miranorte,1
Vaca - cruzada,Miranorte,1
Principais produtos comercializados - bezerros,Miranorte,1
Leite) -,Miranorte,1
Avicultura,Miranorte,1
Mandiocultura,Miranorte,1
Fruticultura,Miranorte,1
Bovinocultura de corte,Monte do Carmo,1
Avicultura,Monte do Carmo,1
Mandiocultura,Monte do Carmo,1
Culturas anuais,Monte do Carmo,1
Bovinocultura de corte,Rio Sono,1
Avicultura,Rio Sono,1
Bovinocultura mista (touro - com características de corte,Babaçulândia,1
Vaca - cruzada,Babaçulândia,1
Principais produtos comercializados - bezerros,Babaçulândia,1
Leite) -,Babaçulândia,1
Avicultura,Babaçulândia,1
Mandiocultura,Babaçulândia,1
Olericultura,Babaçulândia,1
Bovinocultura mista (touro - com características de corte,dois Irmãos do Tocantins,1
Vaca - cruzada,dois Irmãos do Tocantins,1
Principais produtos comercializados - bezerros,dois Irmãos do Tocantins,1
Leite) -,dois Irmãos do Tocantins,1
Avicultura,dois Irmãos do Tocantins,1
Suinocultura,dois Irmãos do Tocantins,1
Mandiocultura,dois Irmãos do Tocantins,1
Bovinocultura mista (touro - com características de corte,Pedro Afonso,1
Vaca - cruzada,Pedro Afonso,1
Principais produtos comercializados - bezerros,Pedro Afonso,1
Leite) -,Pedro Afonso,1
Avicultura,Pedro Afonso,1
Suinocultura,Pedro Afonso,1
Mandiocultura,Pedro Afonso,1
Bovinocultura mista (touro - com características de corte,Marianópolis do Tocantins,1
Vaca - cruzada,Marianópolis do Tocantins,1
Principais produtos comercializados - bezerros,Marianópolis do Tocantins,1
Leite) -,Marianópolis do Tocantins,1
Avicultura,Marianópolis do Tocantins,1
Suinocultura,Marianópolis do Tocantins,1
Mandiocultura,Marianópolis do Tocantins,1
Bovinocultura mista (touro - com características de corte,Guaraí,1
Vaca - cruzada,Guaraí,1
Principais produtos comercializados - bezerros,Guaraí,1
Leite) -,Guaraí,1
Avicultura,Guaraí,1
Suinocultura,Guaraí,1
Mandiocultura,Guaraí,1
Bovinocultura mista (touro - com características de corte,Guaraí,1
Vaca - cruzada,Guaraí,1
Principais produtos comercializados - bezerros,Guaraí,1
Leite) -,Guaraí,1
Avicultura,Guaraí,1
Suinocultura,Guaraí,1
Mandiocultura,Guaraí,1
Culturas anuais,Tupirama,1
Bovinocultura de corte,Palmeiras do Tocantins,1
Bovinocultura de corte,Sítio Novo do Tocantins,1
Avicultura,Sítio Novo do Tocantins,1
Mandiocultura,Sítio Novo do Tocantins,1
Culturas anuais,Sítio Novo do Tocantins,1
Bovinocultura de corte,Dueré,1
Avicultura,Dueré,1
Avicultura,Xambioá,1
Suinocultura,Xambioá,1
Pisicultura,Xambioá,1
Mandiocultura,Xambioá,1
Olericultura,Xambioá,1
Bovinocultura de leite,Xambioá,1
Pisicultura,Xambioá,1
Bovinocultura de leite,Goiatins,1
Pisicultura,Goiatins,1
Fruticultura,Novo Jardim,1
Olericultura,Porto Nacional,1
Bovinocultura mista (touro - com características de corte,Angico,1
Vaca - cruzada,Angico,1
Principais produtos comercializados - bezerros,Angico,1
Leite) -,Angico,1
Avicultura,Angico,1
Mandiocultura,Angico,1
Culturas anuais,Angico,1
Bovinocultura mista (touro - com características de corte,Paranã,1
Vaca - cruzada,Paranã,1
Principais produtos comercializados - bezerros,Paranã,1
Leite) -,Paranã,1
Avicultura,Paranã,1
Mandiocultura,Paranã,1
Culturas anuais,Paranã,1
Bovinocultura mista (touro - com características de corte,Dianópolis,1
Vaca - cruzada,Dianópolis,1
Principais produtos comercializados - bezerros,Dianópolis,1
Leite) -,Dianópolis,1
Avicultura,Dianópolis,1
Mandiocultura,Dianópolis,1
Culturas anuais,Dianópolis,1
Bovinocultura mista (touro - com características de corte,Paranã,1
Vaca - cruzada,Paranã,1
Principais produtos comercializados - bezerros,Paranã,1
Leite) -,Paranã,1
Avicultura,Paranã,1
Mandiocultura,Paranã,1
Culturas anuais,Paranã,1
Bovinocultura mista (touro - com características de corte,Cachoeirinha,1
Vaca - cruzada,Cachoeirinha,1
Principais produtos comercializados - bezerros,Cachoeirinha,1
Leite) -,Cachoeirinha,1
Apicultura,Cachoeirinha,1
Meliponicultura,Cachoeirinha,1
Culturas anuais,Cachoeirinha,1
Bovinocultura mista (touro - com características de corte,Fortaleza do Tabocão,1
Vaca - cruzada,Fortaleza do Tabocão,1
Principais produtos comercializados - bezerros,Fortaleza do Tabocão,1
Leite) -,Fortaleza do Tabocão,1
Suinocultura,Fortaleza do Tabocão,1
Pisicultura,Fortaleza do Tabocão,1
Pimenta do reino,Fortaleza do Tabocão,1
Bovinocultura mista (touro - com características de corte,Cristalândia,1
Vaca - cruzada,Cristalândia,1
Principais produtos comercializados - bezerros,Cristalândia,1
Leite) -,Cristalândia,1
Suinocultura,Cristalândia,1
Mandiocultura,Cristalândia,1
Culturas anuais,Cristalândia,1
Bovinocultura de corte,Filadélfia,1
Bovinocultura mista (touro - com características de corte,Filadélfia,1
Vaca - cruzada,Filadélfia,1
Principais produtos comercializados - bezerros,Filadélfia,1
Leite) -,Filadélfia,1
Avicultura,Filadélfia,1
Mandiocultura,Filadélfia,1
Bovinocultura mista (touro - com características de corte,Silvanópolis,1
Vaca - cruzada,Silvanópolis,1
Principais produtos comercializados - bezerros,Silvanópolis,1
Leite) -,Silvanópolis,1
Avicultura,Silvanópolis,1
Suinocultura,Silvanópolis,1
Mandiocultura,Silvanópolis,1
Fruticultura,Silvanópolis,1
Bovinocultura de corte,,1
Bovinocultura mista (touro - com características de corte,,1
Vaca - cruzada,,1
Principais produtos comercializados - bezerros,,1
Leite) -,,1
Mandiocultura,,1
Culturas anuais,,1
Bovinocultura de corte,Divinópolis do Tocantins,1
Bovinocultura mista (touro - com características de corte,Divinópolis do Tocantins,1
Vaca - cruzada,Divinópolis do Tocantins,1
Principais produtos comercializados - bezerros,Divinópolis do Tocantins,1
Leite) -,Divinópolis do Tocantins,1
Mandiocultura,Divinópolis do Tocantins,1
Culturas anuais,Divinópolis do Tocantins,1
Bovinocultura mista (touro - com características de corte,Piraquê,1
Vaca - cruzada,Piraquê,1
Principais produtos comercializados - bezerros,Piraquê,1
Leite) -,Piraquê,1
Avicultura,Piraquê,1
Pisicultura,Piraquê,1
Mandiocultura,Piraquê,1
Culturas anuais,Piraquê,1
Bovinocultura mista (touro - com características de corte,Nova Olinda,1
Vaca - cruzada,Nova Olinda,1
Principais produtos comercializados - bezerros,Nova Olinda,1
Leite) -,Nova Olinda,1
Avicultura,Nova Olinda,1
Suinocultura,Nova Olinda,1
Fruticultura,Nova Olinda,1
Culturas anuais,Nova Olinda,1
Extrativismo vegetal,Nova Olinda,1
Avicultura,Pugmil,1
Apicultura,Pugmil,1
Meliponicultura,Pugmil,1
Pisicultura,Pugmil,1
Mandiocultura,Pugmil,1
Bovinocultura de corte,Gurupi,1
Avicultura,Gurupi,1
Mandiocultura,Dianópolis,1
Bovinocultura mista (touro - com características de corte,Piraquê,1
Vaca - cruzada,Piraquê,1
Principais produtos comercializados - bezerros,Piraquê,1
Leite) -,Piraquê,1
Avicultura,Piraquê,1
Suinocultura,Piraquê,1
Mandiocultura,Piraquê,1
Culturas anuais,Piraquê,1
Bovinocultura mista (touro - com características de corte,Dianópolis,1
Vaca - cruzada,Dianópolis,1
Principais produtos comercializados - bezerros,Dianópolis,1
Leite) -,Dianópolis,1
Avicultura,Dianópolis,1
Suinocultura,Dianópolis,1
Mandiocultura,Dianópolis,1
Culturas anuais,Dianópolis,1
Bovinocultura mista (touro - com características de corte,Bandeirantes do Tocantins,1
Vaca - cruzada,Bandeirantes do Tocantins,1
Principais produtos comercializados - bezerros,Bandeirantes do Tocantins,1
Leite) -,Bandeirantes do Tocantins,1
Avicultura,Bandeirantes do Tocantins,1
Suinocultura,Bandeirantes do Tocantins,1
Mandiocultura,Bandeirantes do Tocantins,1
Culturas anuais,Bandeirantes do Tocantins,1
Bovinocultura de corte,Divinópolis do Tocantins,1
Pisicultura,Divinópolis do Tocantins,1
Bovinocultura mista (touro - com características de corte,Nova Olinda,1
Vaca - cruzada,Nova Olinda,1
Principais produtos comercializados - bezerros,Nova Olinda,1
Leite) -,Nova Olinda,1
Avicultura,Nova Olinda,1
Suinocultura,Nova Olinda,1
Pisicultura,Nova Olinda,1
Extrativismo vegetal,Nova Olinda,1
Bovinocultura mista (touro - com características de corte,Nova Olinda,1
Vaca - cruzada,Nova Olinda,1
Principais produtos comercializados - bezerros,Nova Olinda,1
Leite) -,Nova Olinda,1
Avicultura,Nova Olinda,1
Suinocultura,Nova Olinda,1
Mandiocultura,Nova Olinda,1
Extrativismo vegetal,Nova Olinda,1
Bovinocultura mista (touro - com características de corte,Bandeirantes do Tocantins,1
Vaca - cruzada,Bandeirantes do Tocantins,1
Principais produtos comercializados - bezerros,Bandeirantes do Tocantins,1
Leite) -,Bandeirantes do Tocantins,1
Avicultura,Bandeirantes do Tocantins,1
Suinocultura,Bandeirantes do Tocantins,1
Mandiocultura,Bandeirantes do Tocantins,1
Extrativismo vegetal,Bandeirantes do Tocantins,1
Bovinocultura de leite,Axixá do Tocantins,1
Avicultura,Axixá do Tocantins,1
Pisicultura,Axixá do Tocantins,1
Mandiocultura,Axixá do Tocantins,1
Culturas anuais,Axixá do Tocantins,1
Bovinocultura de leite,Filadélfia,1
Bovinocultura mista (touro - com características de corte,São Miguel do Tocantins,1
Vaca - cruzada,São Miguel do Tocantins,1
Principais produtos comercializados - bezerros,São Miguel do Tocantins,1
Leite) -,São Miguel do Tocantins,1
Avicultura,São Miguel do Tocantins,1
Mandiocultura,São Miguel do Tocantins,1
Culturas anuais,São Miguel do Tocantins,1
Extrativismo vegetal,São Miguel do Tocantins,1
Bovinocultura de corte,Novo Acordo,1
Bovinocultura mista (touro - com características de corte,Novo Acordo,1
Vaca - cruzada,Novo Acordo,1
Principais produtos comercializados - bezerros,Novo Acordo,1
Leite) -,Novo Acordo,1
Avicultura,Novo Acordo,1
Mandiocultura,Novo Acordo,1
Culturas anuais,Novo Acordo,1
Bovinocultura mista (touro - com características de corte,Piraquê,1
Vaca - cruzada,Piraquê,1
Principais produtos comercializados - bezerros,Piraquê,1
Leite) -,Piraquê,1
Avicultura,Piraquê,1
Pisicultura,Piraquê,1
Mandiocultura,Piraquê,1
Olericultura,Piraquê,1
Culturas anuais,Piraquê,1
Bovinocultura mista (touro - com características de corte,Angico,1
Vaca - cruzada,Angico,1
Principais produtos comercializados - bezerros,Angico,1
Leite) -,Angico,1
Avicultura,Angico,1
Suinocultura,Angico,1
Mandiocultura,Angico,1
Olericultura,Angico,1
Culturas anuais,Angico,1
Bovinocultura de corte,Abreulândia,1
Bovinocultura mista (touro - com características de corte,Abreulândia,1
Vaca - cruzada,Abreulândia,1
Principais produtos comercializados - bezerros,Abreulândia,1
Leite) -,Abreulândia,1
Avicultura,Abreulândia,1
Pisicultura,Abreulândia,1
Mandiocultura,Abreulândia,1
Olericultura,Abreulândia,1
Bovinocultura mista (touro - com características de corte,Dianópolis,1
Vaca - cruzada,Dianópolis,1
Principais produtos comercializados - bezerros,Dianópolis,1
Leite) -,Dianópolis,1
Avicultura,Dianópolis,1
Suinocultura,Dianópolis,1
Pisicultura,Dianópolis,1
Mandiocultura,Dianópolis,1
Olericultura,Dianópolis,1
Culturas anuais,Dianópolis,1
Bovinocultura de corte,Goiatins,1
Bovinocultura mista (touro - com características de corte,Goiatins,1
Vaca - cruzada,Goiatins,1
Principais produtos comercializados - bezerros,Goiatins,1
Leite) -,Goiatins,1
Avicultura,Goiatins,1
Suinocultura,Goiatins,1
Pisicultura,Goiatins,1
Mandiocultura,Goiatins,1
Culturas anuais,Goiatins,1
Bovinocultura de leite,Luzinópolis,1
Bovinocultura mista (touro - com características de corte,Luzinópolis,1
Vaca - cruzada,Luzinópolis,1
Principais produtos comercializados - bezerros,Luzinópolis,1
Leite) -,Luzinópolis,1
Avicultura,Luzinópolis,1
Apicultura,Luzinópolis,1
Meliponicultura,Luzinópolis,1
Mandiocultura,Luzinópolis,1
Culturas anuais,Luzinópolis,1
Bovinocultura de corte,Aurora do Tocantins,1
Bovinocultura mista (touro - com características de corte,Aurora do Tocantins,1
Vaca - cruzada,Aurora do Tocantins,1
Principais produtos comercializados - bezerros,Aurora do Tocantins,1
Leite) -,Aurora do Tocantins,1
Avicultura,Aurora do Tocantins,1
Suinocultura,Aurora do Tocantins,1
Mandiocultura,Aurora do Tocantins,1
Olericultura,Aurora do Tocantins,1
Culturas anuais,Aurora do Tocantins,1
Bovinocultura de corte,Araguatins,1
Bovinocultura de leite,Araguatins,1
Bovinocultura mista (touro - com características de corte,Araguatins,1
Vaca - cruzada,Araguatins,1
Principais produtos comercializados - bezerros,Araguatins,1
Leite) -,Araguatins,1
Avicultura,Araguatins,1
Mandiocultura,Araguatins,1
Fruticultura,Araguatins,1
Culturas anuais,Araguatins,1
Extrativismo vegetal,Araguatins,1
Bovinocultura de corte,dois Irmãos do Tocantins,1
Pisicultura,dois Irmãos do Tocantins,1
Culturas anuais,Palmeiras do Tocantins,1
Avicultura,Babaçulândia,1
Mandiocultura,Babaçulândia,1
Culturas anuais,Babaçulândia,1
Bovinocultura de corte,Araguaçu,1
Avicultura,Araguaçu,1
Suinocultura,Araguaçu,1
Culturas anuais,Araguaçu,1
Bovinocultura de corte,Santa Fé do Araguaia,1
Pisicultura,Santa Fé do Araguaia,1
Bovinocultura de corte,Barrolândia,1
Avicultura,Barrolândia,1
Suinocultura,Barrolândia,1
Culturas anuais,Barrolândia,1
Bovinocultura de corte,Caseara,1
Avicultura,Caseara,1
Fruticultura,Miracema do Tocantins,1
Pisicultura,Miranorte,1
Bovinocultura de corte,Almas,1
Avicultura,Almas,1
Suinocultura,Almas,1
Olericultura,Almas,1
Culturas anuais,Almas,1
Fruticultura,Rio Sono,1
Fruticultura,Dianópolis,1
Bovinocultura de corte,Rio Sono,1
Pisicultura,Rio Sono,1
Bovinocultura de corte,Nova Olinda,1
Avicultura,Nova Olinda,1
Suinocultura,Nova Olinda,1
Mandiocultura,Nova Olinda,1
Fruticultura,Nova Olinda,1
Extrativismo vegetal,Nova Olinda,1
Avicultura,Pium,1
Mandiocultura,Pium,1
Culturas anuais,Pium,1
Extrativismo vegetal,Pium,1
Bovinocultura de corte,Itaporã do Tocantins,1
Bovinocultura de corte,Chapada de Areia,1
Avicultura,Chapada de Areia,1
Bovinocultura de corte,Ponte Alta do Bom Jesus,1
Avicultura,Filadélfia,1
Olericultura,Filadélfia,1
Bovinocultura de leite,Palmas,1
Avicultura,Chapada de Areia,1
Fruticultura,Chapada de Areia,1
Avicultura,Filadélfia,1
Fruticultura,Filadélfia,1
Avicultura,Araguatins,1
Olericultura,Araguatins,1
Pisicultura,Alvorada,1
Fruticultura,Alvorada,1
Bovinocultura de corte,Xambioá,1
Avicultura,Xambioá,1
Suinocultura,Xambioá,1
Mandiocultura,Xambioá,1
Fruticultura,Xambioá,1
Olericultura,Xambioá,1
Fruticultura,Ponte Alta do Bom Jesus,1
Olericultura,Ponte Alta do Bom Jesus,1
Suinocultura,Nova Rosalândia,1
Fruticultura,Nova Rosalândia,1
Mandiocultura,Palmeirópolis,1
Fruticultura,Palmeirópolis,1
Mandiocultura,Cristalândia,1
Fruticultura,Cristalândia,1
Mandiocultura,Tocantínia,1
Fruticultura,Tocantínia,1
Mandiocultura,Rio Sono,1
Fruticultura,Rio Sono,1
Mandiocultura,Ponte Alta do Bom Jesus,1
Fruticultura,Ponte Alta do Bom Jesus,1
Bovinocultura de corte,Dianópolis,1
Avicultura,Dianópolis,1
Suinocultura,Dianópolis,1
Mandiocultura,Dianópolis,1
Bovinocultura de leite,Fortaleza do Tabocão,1
Avicultura,Fortaleza do Tabocão,1
Suinocultura,Fortaleza do Tabocão,1
Mandiocultura,Fortaleza do Tabocão,1
Culturas anuais,Fortaleza do Tabocão,1
Bovinocultura de corte,dois Irmãos do Tocantins,1
Bovinocultura mista (touro - com características de corte,Nova Olinda,1
Vaca - cruzada,Nova Olinda,1
Principais produtos comercializados - bezerros,Nova Olinda,1
Leite) -,Nova Olinda,1
Avicultura,Nova Olinda,1
Suinocultura,Nova Olinda,1
Pisicultura,Nova Olinda,1
Fruticultura,Nova Olinda,1
Olericultura,Nova Olinda,1
Culturas anuais,Nova Olinda,1
Extrativismo vegetal,Nova Olinda,1
Bovinocultura de leite,Itaporã do Tocantins,1
Fruticultura,Itaporã do Tocantins,1
Olericultura,Silvanópolis,1
Fruticultura,Rio dos Bois,1
Culturas anuais,Rio dos Bois,1
Avicultura,Lajeado,1
Extrativismo vegetal,Lajeado,1
Avicultura,Araguanã,1
Culturas anuais,Araguanã,1
Café,Araguanã,1
Bovinocultura de leite,Miranorte,1
Avicultura,Miranorte,1
Bovinocultura de corte,Miracema do Tocantins,1
Fruticultura,Miracema do Tocantins,1
Bovinocultura de corte,Chapada de Areia,1
Fruticultura,Chapada de Areia,1
Bovinocultura de corte,Pium,1
Fruticultura,Pium,1
Bovinocultura de corte,Marianópolis do Tocantins,1
Avicultura,Marianópolis do Tocantins,1
Suinocultura,Marianópolis do Tocantins,1
Mandiocultura,Marianópolis do Tocantins,1
Avicultura,Abreulândia,1
Fruticultura,Abreulândia,1
Olericultura,Abreulândia,1
Olericultura,Axixá do Tocantins,1
Avicultura,Barrolândia,1
Mandiocultura,Barrolândia,1
Fruticultura,Barrolândia,1
Avicultura,Araguaína,1
Mandiocultura,Araguaína,1
Fruticultura,Araguaína,1
Avicultura,Rio dos Bois,1
Mandiocultura,Rio dos Bois,1
Fruticultura,Rio dos Bois,1
Fruticultura,Pedro Afonso,1
Pesca artesanal,Esperantina,1
Avicultura,Tocantínia,1
Olericultura,Tocantínia,1
Bovinocultura de corte,Miranorte,1
Avicultura,Miranorte,1
Bovinocultura de corte,Novo Jardim,1
Avicultura,Novo Jardim,1
Suinocultura,Novo Jardim,1
Mandiocultura,Novo Jardim,1
Avicultura,Novo Jardim,1
Suinocultura,Novo Jardim,1
Mandiocultura,Novo Jardim,1
Bovinocultura de corte,Pium,1
Avicultura,Pium,1
Bovinocultura de corte,Aliança do Tocantins,1
Mandiocultura,Pugmil,1
Fruticultura,Pugmil,1
Olericultura,Pugmil,1
Mandiocultura,Palmeiras do Tocantins,1
Fruticultura,Palmeiras do Tocantins,1
Olericultura,Palmeiras do Tocantins,1
Mandiocultura,Rio da Conceição,1
Fruticultura,Rio da Conceição,1
Olericultura,Rio da Conceição,1
Bovinocultura de corte,dois Irmãos do Tocantins,1
Avicultura,dois Irmãos do Tocantins,1
Banana,dois Irmãos do Tocantins,1
Fruticultura,darcinópolis,1
Olericultura,darcinópolis,1
Culturas anuais,darcinópolis,1
Mandiocultura,Riachinho,1
Olericultura,Riachinho,1
Culturas anuais,Riachinho,1
Bovinocultura de corte,Dianópolis,1
Bovinocultura de leite,Chapada de Areia,1
Avicultura,Chapada de Areia,1
Pisicultura,Chapada de Areia,1
Bovinocultura mista (touro - com características de corte,Nova Olinda,1
Vaca - cruzada,Nova Olinda,1
Principais produtos comercializados - bezerros,Nova Olinda,1
Leite) -,Nova Olinda,1
Avicultura,Nova Olinda,1
Mandiocultura,Nova Olinda,1
Fruticultura,Nova Olinda,1
Extrativismo vegetal,Nova Olinda,1
Bovinocultura de corte,Tocantínia,1
Fruticultura,Tocantínia,1
Bovinocultura de leite,Aurora do Tocantins,1
Avicultura,Aurora do Tocantins,1
Suinocultura,Aurora do Tocantins,1
Avicultura,dois Irmãos do Tocantins,1
Suinocultura,dois Irmãos do Tocantins,1
Mandiocultura,dois Irmãos do Tocantins,1
Fruticultura,dois Irmãos do Tocantins,1
Culturas anuais,dois Irmãos do Tocantins,1
Bovinocultura de corte,Aragominas,1
Avicultura,Aragominas,1
Suinocultura,Aragominas,1
Mandiocultura,Aragominas,1
Bovinocultura de corte,Aragominas,1
Avicultura,Aragominas,1
Fruticultura,Aragominas,1
Bovinocultura de corte,Aragominas,1
Avicultura,Aragominas,1
Fruticultura,Aragominas,1
Bovinocultura de corte,Pium,1
Avicultura,Pium,1
Suinocultura,Pium,1
Bovinocultura de corte,Fátima,1
Bovinocultura mista (touro - com características de corte,Fátima,1
Vaca - cruzada,Fátima,1
Principais produtos comercializados - bezerros,Fátima,1
Leite) -,Fátima,1
Avicultura,Fátima,1
Extrativismo vegetal,Fátima,1
Bovinocultura de corte,Araguaína,1
Avicultura,Araguaína,1
Mandiocultura,Araguaína,1
Bovinocultura de corte,Miranorte,1
Avicultura,Miranorte,1
Suinocultura,Miranorte,1
Mandiocultura,Miranorte,1
Mandiocultura,Sítio Novo do Tocantins,1
Fruticultura,Sítio Novo do Tocantins,1
Extrativismo vegetal,Sítio Novo do Tocantins,1
Bovinocultura de corte,Araguaína,1
Bovinocultura de leite,Araguaína,1
Avicultura,Araguaína,1
Suinocultura,Araguaína,1
Apicultura,Araguaína,1
Meliponicultura,Araguaína,1
Fruticultura,Araguaína,1
Olericultura,Araguaína,1
Extrativismo vegetal,Araguaína,1
Bovinocultura de corte,Caseara,1
Avicultura,Caseara,1
Suinocultura,Caseara,1
Mandiocultura,Caseara,1
Culturas anuais,Caseara,1
Bovinocultura de corte,Sítio Novo do Tocantins,1
Avicultura,Sítio Novo do Tocantins,1
Suinocultura,Sítio Novo do Tocantins,1
Mandiocultura,Sítio Novo do Tocantins,1
Culturas anuais,Sítio Novo do Tocantins,1
Avicultura,São Miguel do Tocantins,1
Olericultura,São Miguel do Tocantins,1
Olericultura,Porto Alegre do Tocantins,1
Bovinocultura de leite,Tocantínia,1
Bovinocultura de leite,Araguaína,1
Fruticultura,Araguaína,1
Olericultura,Araguaína,1
Avicultura,Esperantina,1
Ovinocaprinocultura,Esperantina,1
Mandiocultura,Esperantina,1
Fruticultura,Esperantina,1
Bovinocultura de corte,Abreulândia,1
Avicultura,Abreulândia,1
Suinocultura,Abreulândia,1
Mandiocultura,Abreulândia,1
Bovinocultura de corte,Filadélfia,1
Bovinocultura de corte,Colméia,1
Fruticultura,Colméia,1
Olericultura,Colméia,1
Avicultura,Chapada de Areia,1
Pisicultura,Chapada de Areia,1
Fruticultura,Chapada de Areia,1
Olericultura,Chapada de Areia,1
Bovinocultura de leite,Palmeiras do Tocantins,1
Avicultura,Palmeiras do Tocantins,1
Culturas anuais,Palmeiras do Tocantins,1
Bovinocultura de leite,Guaraí,1
Mandiocultura,Guaraí,1
Olericultura,Guaraí,1
Bovinocultura de leite,Guaraí,1
Mandiocultura,Guaraí,1
Olericultura,Guaraí,1
Bovinocultura de corte,Araguaína,1
Mandiocultura,Araguaína,1
Fruticultura,Araguaína,1
Bovinocultura de corte,Ipueiras,1
Mandiocultura,Ipueiras,1
Fruticultura,Ipueiras,1
Bovinocultura de corte,Ponte Alta do Bom Jesus,1
Mandiocultura,Ponte Alta do Bom Jesus,1
Fruticultura,Ponte Alta do Bom Jesus,1
Bovinocultura de corte,Ponte Alta do Bom Jesus,1
Mandiocultura,Ponte Alta do Bom Jesus,1
Fruticultura,Ponte Alta do Bom Jesus,1
Avicultura,Monte do Carmo,1
Mandiocultura,Monte do Carmo,1
Fruticultura,Monte do Carmo,1
Olericultura,Monte do Carmo,1
Bovinocultura de corte,Pugmil,1
Mandiocultura,Pugmil,1
Culturas anuais,Pugmil,1
Pisicultura,Palmeiras do Tocantins,1
Mandiocultura,Palmeiras do Tocantins,1
Fruticultura,Palmeiras do Tocantins,1
Olericultura,Palmeiras do Tocantins,1
