uso_de_praticas_sustentaveis_,qual_o_nivel_de_degradacao_que_predomina_nas_pastagens_,municipio_ibge,count
Recuperação de pastagens,Pouco degradado,Miracema do Tocantins,1
Adubação,Pouco degradado,Miracema do Tocantins,1
Rotação de cultura,,darcinópolis,1
Descarte correto de embalagens,,darcinópolis,1
Adubação,,darcinópolis,1
Aceiros,Não possui degradação,Miranorte,1
Calagem,Não possui degradação,Miranorte,1
Rotação de cultura,Pouco degradado,Xambioá,1
Aceiros,Pouco degradado,Xambioá,1
Adubação,Pouco degradado,Xambioá,1
Aceiros,Pouco degradado,Barrolândia,1
Recuperação de pastagens,Pouco degradado,Barrolândia,1
Plantio direto,Pouco degradado,Barrolândia,1
Calagem,Degradação Média,Fátima,1
Adubação,Degradação Média,Fátima,1
Calagem,Pouco degradado,Gurupi,1
Adubação,Pouco degradado,Gurupi,1
Rotação de cultura,Pouco degradado,Babaçulândia,1
Aceiros,Pouco degradado,Babaçulândia,1
Recuperação de pastagens,Pouco degradado,Babaçulândia,1
Plantio direto,Pouco degradado,Babaçulândia,1
Aceiros,Pouco degradado,Miracema do Tocantins,1
Calagem,Pouco degradado,Miracema do Tocantins,1
Adubação,Pouco degradado,Miracema do Tocantins,1
Aceiros,Pouco degradado,Goiatins,1
Calagem,Pouco degradado,Goiatins,1
Descarte correto de embalagens,Pouco degradado,Goiatins,1
Recuperação de pastagens,Pouco degradado,Goiatins,1
Reaproveitamento de residuos,Pouco degradado,Rio dos Bois,1
Aceiros,Pouco degradado,Rio dos Bois,1
Calagem,Pouco degradado,Rio dos Bois,1
Adubação,Pouco degradado,Rio dos Bois,1
Adubação verde,,São Miguel do Tocantins,1
Rotação de cultura,,São Miguel do Tocantins,1
Calagem,,São Miguel do Tocantins,1
Adubação,,São Miguel do Tocantins,1
Aceiros,Pouco degradado,Monte Santo do Tocantins,1
Calagem,Pouco degradado,Monte Santo do Tocantins,1
Adubação,Pouco degradado,Monte Santo do Tocantins,1
Não usa,Não possui degradação,Guaraí,1
Calagem,Não possui degradação,Axixá do Tocantins,1
Adubação,Não possui degradação,Axixá do Tocantins,1
Aceiros,Pouco degradado,Piraquê,1
Aceiros,Pouco degradado,Pium,1
Plantio direto,Pouco degradado,Pium,1
Adubação,Degradação Média,Divinópolis do Tocantins,1
Aceiros,Não possui degradação,Aparecida do Rio Negro,1
Calagem,Não possui degradação,Aparecida do Rio Negro,1
Reaproveitamento de residuos,Pouco degradado,Fortaleza do Tabocão,1
Aceiros,Pouco degradado,Fortaleza do Tabocão,1
Calagem,Pouco degradado,Fortaleza do Tabocão,1
Recuperação de pastagens,Pouco degradado,Fortaleza do Tabocão,1
Adubação,Pouco degradado,Fortaleza do Tabocão,1
Rotação de cultura,Pouco degradado,Babaçulândia,1
Aceiros,Pouco degradado,Babaçulândia,1
Recuperação de pastagens,Pouco degradado,Babaçulândia,1
Plantio direto,Pouco degradado,Babaçulândia,1
Aceiros,Degradação Média,Angico,1
Aceiros,Não possui degradação,Dianópolis,1
Reaproveitamento de residuos,Pouco degradado,Paranã,1
Rotação de cultura,Pouco degradado,Paranã,1
Aceiros,Pouco degradado,Paranã,1
Consórcio,Pouco degradado,Paranã,1
Descarte correto de embalagens,Pouco degradado,Paranã,1
Recuperação de pastagens,Pouco degradado,Paranã,1
Plantio direto,Pouco degradado,Paranã,1
Adubação,Pouco degradado,Paranã,1
Reaproveitamento de residuos,Pouco degradado,Cachoeirinha,1
Rotação de cultura,Pouco degradado,Cachoeirinha,1
Aceiros,Pouco degradado,Cachoeirinha,1
Calagem,Pouco degradado,Cachoeirinha,1
Consórcio,Pouco degradado,Cachoeirinha,1
Descarte correto de embalagens,Pouco degradado,Cachoeirinha,1
Recuperação de pastagens,Pouco degradado,Cachoeirinha,1
Aceiros,Não possui degradação,Cristalândia,1
Calagem,Não possui degradação,Cristalândia,1
Recuperação de pastagens,Degradação Média,Luzinópolis,1
Aceiros,,São Salvador do Tocantins,1
Calagem,,São Salvador do Tocantins,1
Adubação,,São Salvador do Tocantins,1
Aceiros,Degradação Média,Miracema do Tocantins,1
Aceiros,Não possui degradação,Carmolândia,1
Plantio direto,Não possui degradação,Carmolândia,1
Adubação verde,,Wanderlândia,1
Rotação de cultura,,Wanderlândia,1
Aceiros,,Wanderlândia,1
Calagem,,Wanderlândia,1
Adubação,,Wanderlândia,1
Aceiros,,Axixá do Tocantins,1
Rotação de cultura,,Axixá do Tocantins,1
Aceiros,,Axixá do Tocantins,1
Aceiros,Degradação Média,Santa Fé do Araguaia,1
Calagem,Degradação Média,Santa Fé do Araguaia,1
Adubação,Degradação Média,Santa Fé do Araguaia,1
Rotação de cultura,Pouco degradado,Piraquê,1
Aceiros,Pouco degradado,Piraquê,1
Aceiros,Pouco degradado,Tocantínia,1
Adubação,Pouco degradado,Tocantínia,1
Rotação de cultura,Pouco degradado,Tocantínia,1
Consórcio,Pouco degradado,Tocantínia,1
Aceiros,Não possui degradação,Rio Sono,1
Calagem,Não possui degradação,Rio Sono,1
Adubação,Não possui degradação,Rio Sono,1
Rotação de cultura,Pouco degradado,Chapada da Natividade,1
Aceiros,Pouco degradado,Chapada da Natividade,1
Rotação de cultura,Degradação Média,Bandeirantes do Tocantins,1
Aceiros,Degradação Média,Bandeirantes do Tocantins,1
Consórcio,Degradação Média,Bandeirantes do Tocantins,1
Descarte correto de embalagens,Degradação Média,Bandeirantes do Tocantins,1
Adubação,Degradação Média,Bandeirantes do Tocantins,1
Aceiros,Pouco degradado,Nova Olinda,1
Calagem,Pouco degradado,Nova Olinda,1
Aceiros,Degradação Média,Monte Santo do Tocantins,1
Adubação,,Gurupi,1
Aceiros,Muito degradado,Novo Acordo,1
Aceiros,Pouco degradado,Xambioá,1
Consórcio,Pouco degradado,Xambioá,1
Descarte correto de embalagens,Pouco degradado,Xambioá,1
Recuperação de pastagens,Pouco degradado,Xambioá,1
Adubação,Pouco degradado,Xambioá,1
Aceiros,Degradação Média,São Miguel do Tocantins,1
Rotação de cultura,Pouco degradado,Novo Acordo,1
Aceiros,Pouco degradado,Novo Acordo,1
Consórcio,Pouco degradado,Novo Acordo,1
Descarte correto de embalagens,Pouco degradado,Novo Acordo,1
Aceiros,Não possui degradação,Piraquê,1
Descarte correto de embalagens,Não possui degradação,Piraquê,1
Recuperação de pastagens,Não possui degradação,Piraquê,1
Adubação verde,Degradação Média,Ipueiras,1
Rotação de cultura,Degradação Média,Ipueiras,1
Aceiros,Degradação Média,Ipueiras,1
Calagem,Degradação Média,Ipueiras,1
Consórcio,Degradação Média,Ipueiras,1
Descarte correto de embalagens,Degradação Média,Ipueiras,1
Adubação,Degradação Média,Ipueiras,1
Rotação de cultura,Pouco degradado,Piraquê,1
Aceiros,Pouco degradado,Piraquê,1
Calagem,Pouco degradado,Piraquê,1
Rotação de cultura,Degradação Média,Angico,1
Aceiros,Degradação Média,Angico,1
Consórcio,Degradação Média,Angico,1
Adubação,Degradação Média,Angico,1
Rotação de cultura,Degradação Média,Angico,1
Aceiros,Degradação Média,Angico,1
Consórcio,Degradação Média,Angico,1
Recuperação de pastagens,Degradação Média,Angico,1
Adubação,Degradação Média,Angico,1
Rotação de cultura,Pouco degradado,Goiatins,1
Aceiros,Pouco degradado,Goiatins,1
Calagem,Pouco degradado,Goiatins,1
Calagem,Pouco degradado,Aurora do Tocantins,1
Adubação,Pouco degradado,Aurora do Tocantins,1
Não usa,Degradação Média,Marianópolis do Tocantins,1
Adubação verde,,Pugmil,1
Plantio direto,,Pugmil,1
Adubação verde,Não possui degradação,Lagoa da Confusão,1
Aceiros,Não possui degradação,Lagoa da Confusão,1
Rotação de cultura,,Miracema do Tocantins,1
Plantio direto,,Miracema do Tocantins,1
Adubação,,Miracema do Tocantins,1
Rotação de cultura,,dois Irmãos do Tocantins,1
Adubação,,dois Irmãos do Tocantins,1
Aceiros,,dois Irmãos do Tocantins,1
Calagem,,dois Irmãos do Tocantins,1
Adubação,,dois Irmãos do Tocantins,1
Calagem,,Miracema do Tocantins,1
Adubação,,Miracema do Tocantins,1
Adubação verde,,Pedro Afonso,1
Aceiros,,Pedro Afonso,1
Não usa,Pouco degradado,Miracema do Tocantins,1
Aceiros,,Rio Sono,1
Aceiros,Pouco degradado,Gurupi,1
Aceiros,Não possui degradação,Rio Sono,1
Aceiros,Degradação Média,Miracema do Tocantins,1
Descarte correto de embalagens,Degradação Média,Miracema do Tocantins,1
Recuperação de pastagens,Degradação Média,Miracema do Tocantins,1
Plantio direto,Degradação Média,Miracema do Tocantins,1
Rotação de cultura,,Silvanópolis,1
Calagem,,Silvanópolis,1
Adubação,,Silvanópolis,1
Rotação de cultura,,Palmeiras do Tocantins,1
Aceiros,,Palmeiras do Tocantins,1
Recuperação de pastagens,,Palmeiras do Tocantins,1
Adubação,,Palmeiras do Tocantins,1
Aceiros,,Palmeiras do Tocantins,1
Descarte correto de embalagens,,Palmeiras do Tocantins,1
Reaproveitamento de residuos,,darcinópolis,1
Aceiros,,darcinópolis,1
Calagem,,darcinópolis,1
Adubação,,darcinópolis,1
Adubação verde,,Porto Nacional,1
Adubação,,Porto Nacional,1
Curva de nível,Não possui degradação,Almas,1
Aceiros,Não possui degradação,Almas,1
Calagem,Não possui degradação,Almas,1
Recuperação de pastagens,Não possui degradação,Almas,1
Plantio direto,Não possui degradação,Almas,1
Adubação,Não possui degradação,Almas,1
Não usa,,Silvanópolis,1
Rotação de cultura,,São Miguel do Tocantins,1
Aceiros,Pouco degradado,Divinópolis do Tocantins,1
Calagem,Pouco degradado,Divinópolis do Tocantins,1
Adubação,Pouco degradado,Divinópolis do Tocantins,1
Aceiros,,Tocantínia,1
Consórcio,,Tocantínia,1
Adubação verde,,Chapada de Areia,1
Não usa,,Chapada de Areia,1
Rotação de cultura,,Filadélfia,1
Aceiros,,Filadélfia,1
Descarte correto de embalagens,,Filadélfia,1
Curva de nível,,Araguatins,1
Adubação verde,,Araguatins,1
Reaproveitamento de residuos,,Araguatins,1
Rotação de cultura,,Araguatins,1
Aceiros,,Araguatins,1
Descarte correto de embalagens,,Araguatins,1
Plantio direto,,Araguatins,1
Adubação,,Araguatins,1
Reaproveitamento de residuos,Não possui degradação,Almas,1
Aceiros,Não possui degradação,Almas,1
Plantio direto,Degradação Média,Nova Rosalândia,1
Adubação,Pouco degradado,Almas,1
Aceiros,Pouco degradado,Figueirópolis,1
Adubação,Pouco degradado,Figueirópolis,1
Adubação verde,,Esperantina,1
Calagem,,Esperantina,1
Adubação,,Esperantina,1
Adubação verde,,Rio da Conceição,1
Rotação de cultura,,Rio da Conceição,1
Calagem,,Rio da Conceição,1
Plantio direto,,Rio da Conceição,1
Adubação,,Rio da Conceição,1
Aceiros,,Ponte Alta do Bom Jesus,1
Calagem,,Ponte Alta do Bom Jesus,1
Adubação,,Ponte Alta do Bom Jesus,1
Curva de nível,,Palmeirópolis,1
Aceiros,,Palmeirópolis,1
Calagem,,Palmeirópolis,1
Adubação,,Palmeirópolis,1
Adubação verde,,Cristalândia,1
Reaproveitamento de residuos,,Cristalândia,1
Aceiros,,Cristalândia,1
Consórcio,,Cristalândia,1
Rotação de cultura,,Abreulândia,1
Aceiros,,Abreulândia,1
Calagem,,Abreulândia,1
Plantio direto,,Abreulândia,1
Adubação,,Abreulândia,1
Adubação verde,,Lajeado,1
Plantio direto,,Lajeado,1
Curva de nível,Não possui degradação,Araguatins,1
Adubação verde,Não possui degradação,Araguatins,1
Reaproveitamento de residuos,Não possui degradação,Araguatins,1
Rotação de cultura,Não possui degradação,Araguatins,1
Aceiros,Não possui degradação,Araguatins,1
Calagem,Não possui degradação,Araguatins,1
Consórcio,Não possui degradação,Araguatins,1
Descarte correto de embalagens,Não possui degradação,Araguatins,1
Recuperação de pastagens,Não possui degradação,Araguatins,1
Plantio direto,Não possui degradação,Araguatins,1
Adubação,Não possui degradação,Araguatins,1
Aceiros,Não possui degradação,Rio Sono,1
Calagem,Não possui degradação,Miracema do Tocantins,1
Adubação,Não possui degradação,Miracema do Tocantins,1
Aceiros,Pouco degradado,Pium,1
Aceiros,Pouco degradado,Sucupira,1
Reaproveitamento de residuos,,Paraíso do Tocantins,1
Rotação de cultura,,Paraíso do Tocantins,1
Calagem,,Paraíso do Tocantins,1
Adubação,,Paraíso do Tocantins,1
Aceiros,Não possui degradação,Aliança do Tocantins,1
Calagem,Não possui degradação,Aliança do Tocantins,1
Consórcio,Não possui degradação,Aliança do Tocantins,1
Calagem,Não possui degradação,Miranorte,1
Adubação,Não possui degradação,Miranorte,1
Aceiros,Degradação Média,Filadélfia,1
Rotação de cultura,Não possui degradação,Axixá do Tocantins,1
Aceiros,Não possui degradação,Axixá do Tocantins,1
Calagem,Não possui degradação,Axixá do Tocantins,1
Recuperação de pastagens,Não possui degradação,Axixá do Tocantins,1
Adubação,Não possui degradação,Axixá do Tocantins,1
Não usa,,Lagoa da Confusão,1
Calagem,Não possui degradação,Divinópolis do Tocantins,1
Aceiros,Pouco degradado,Chapada da Natividade,1
Adubação,Pouco degradado,Chapada da Natividade,1
Aceiros,Degradação Média,Sítio Novo do Tocantins,1
Recuperação de pastagens,Degradação Média,Sítio Novo do Tocantins,1
Adubação,,São Miguel do Tocantins,1
Rotação de cultura,Pouco degradado,Peixe,1
Adubação,Pouco degradado,Peixe,1
Rotação de cultura,,Miranorte,1
Calagem,,Miranorte,1
Adubação,,Miranorte,1
Rotação de cultura,,Barrolândia,1
Aceiros,,Barrolândia,1
Adubação,,Barrolândia,1
Reaproveitamento de residuos,,Araguaína,1
Aceiros,,Araguaína,1
Adubação,,Araguaína,1
Aceiros,,Ananás,1
Consórcio,,Ananás,1
Reaproveitamento de residuos,Pouco degradado,Aurora do Tocantins,1
Aceiros,Pouco degradado,Aurora do Tocantins,1
Adubação,Pouco degradado,Aurora do Tocantins,1
Aceiros,Não possui degradação,Novo Jardim,1
Calagem,Não possui degradação,Novo Jardim,1
Adubação,Não possui degradação,Novo Jardim,1
Aceiros,,,1
Calagem,,,1
Adubação,,,1
Rotação de cultura,,Rio da Conceição,1
Calagem,,Rio da Conceição,1
Plantio direto,,Rio da Conceição,1
Adubação,,Rio da Conceição,1
Rotação de cultura,,Rio da Conceição,1
Plantio direto,,Rio da Conceição,1
Adubação,,Rio da Conceição,1
Aceiros,Pouco degradado,dois Irmãos do Tocantins,1
Adubação,Pouco degradado,dois Irmãos do Tocantins,1
Aceiros,Pouco degradado,Chapada de Areia,1
Calagem,Pouco degradado,Chapada de Areia,1
Recuperação de pastagens,Pouco degradado,Chapada de Areia,1
Adubação,Pouco degradado,Chapada de Areia,1
Não usa,,Marianópolis do Tocantins,1
Curva de nível,Não possui degradação,Divinópolis do Tocantins,1
Reaproveitamento de residuos,Não possui degradação,Divinópolis do Tocantins,1
Rotação de cultura,Não possui degradação,Divinópolis do Tocantins,1
Aceiros,Não possui degradação,Divinópolis do Tocantins,1
Calagem,Não possui degradação,Divinópolis do Tocantins,1
Descarte correto de embalagens,Não possui degradação,Divinópolis do Tocantins,1
Recuperação de pastagens,Não possui degradação,Divinópolis do Tocantins,1
Plantio direto,Não possui degradação,Divinópolis do Tocantins,1
Adubação,Não possui degradação,Divinópolis do Tocantins,1
Aceiros,Não possui degradação,Cristalândia,1
Adubação,Não possui degradação,Cristalândia,1
Aceiros,Pouco degradado,Gurupi,1
Aceiros,Não possui degradação,Miranorte,1
Calagem,Não possui degradação,Miranorte,1
Aceiros,Degradação Média,Silvanópolis,1
Calagem,Degradação Média,Silvanópolis,1
Adubação,Degradação Média,Silvanópolis,1
Aceiros,,Aragominas,1
Calagem,,Aragominas,1
Plantio direto,Não possui degradação,Chapada de Areia,1
Adubação,Não possui degradação,Chapada de Areia,1
Recuperação de pastagens,Pouco degradado,Cachoeirinha,1
Adubação,Pouco degradado,Cachoeirinha,1
Aceiros,Pouco degradado,Abreulândia,1
Adubação,Pouco degradado,Abreulândia,1
Calagem,,Dianópolis,1
Rotação de cultura,Degradação Média,Paranã,1
Aceiros,Degradação Média,Paranã,1
Consórcio,Degradação Média,Paranã,1
Plantio direto,Degradação Média,Paranã,1
Plantio direto,Pouco degradado,Bom Jesus do Tocantins,1
Adubação,Pouco degradado,Bom Jesus do Tocantins,1
Aceiros,Degradação Média,Jaú do Tocantins,1
Calagem,Degradação Média,Jaú do Tocantins,1
Não usa,Pouco degradado,Bandeirantes do Tocantins,1
Aceiros,Degradação Média,Santa Terezinha do Tocantins,1
Descarte correto de embalagens,Degradação Média,Santa Terezinha do Tocantins,1
Rotação de cultura,,Tocantínia,1
Consórcio,,Tocantínia,1
Aceiros,Pouco degradado,dois Irmãos do Tocantins,1
Adubação,Pouco degradado,dois Irmãos do Tocantins,1
Adubação,,Caseara,1
Rotação de cultura,Não possui degradação,Araguaína,1
Aceiros,Não possui degradação,Araguaína,1
Calagem,Não possui degradação,Araguaína,1
Adubação,Não possui degradação,Araguaína,1
Reaproveitamento de residuos,Não possui degradação,Colméia,1
Aceiros,Não possui degradação,Colméia,1
Calagem,Não possui degradação,Colméia,1
Adubação,Não possui degradação,Colméia,1
Adubação,Muito degradado,Filadélfia,1
Aceiros,Pouco degradado,Ipueiras,1
Calagem,Pouco degradado,Ipueiras,1
Recuperação de pastagens,Pouco degradado,Ipueiras,1
Rotação de cultura,Degradação Média,Ponte Alta do Bom Jesus,1
Aceiros,Degradação Média,Ponte Alta do Bom Jesus,1
Calagem,Degradação Média,Ponte Alta do Bom Jesus,1
Descarte correto de embalagens,Degradação Média,Ponte Alta do Bom Jesus,1
Rotação de cultura,,Nova Rosalândia,1
Adubação,,Nova Rosalândia,1
Aceiros,,Dianópolis,1
Adubação,,Dianópolis,1
Rotação de cultura,,Dianópolis,1
Aceiros,,Dianópolis,1
Consórcio,,Dianópolis,1
Descarte correto de embalagens,,Dianópolis,1
Adubação,,Dianópolis,1
Rotação de cultura,Pouco degradado,Pugmil,1
Aceiros,Pouco degradado,Pugmil,1
Calagem,Pouco degradado,Pugmil,1
Consórcio,Pouco degradado,Pugmil,1
Ilp - integração lavoura pecuária,Pouco degradado,Pugmil,1
Recuperação de pastagens,Pouco degradado,Pugmil,1
Plantio direto,Pouco degradado,Pugmil,1
Adubação,Pouco degradado,Pugmil,1
Rotação de cultura,,Palmeiras do Tocantins,1
Aceiros,,Palmeiras do Tocantins,1
Calagem,,Palmeiras do Tocantins,1
Consórcio,,Palmeiras do Tocantins,1
Descarte correto de embalagens,,Palmeiras do Tocantins,1
Adubação,,Palmeiras do Tocantins,1
Rotação de cultura,,Palmeiras do Tocantins,1
Aceiros,,Palmeiras do Tocantins,1
Calagem,,Palmeiras do Tocantins,1
Consórcio,,Palmeiras do Tocantins,1
Descarte correto de embalagens,,Palmeiras do Tocantins,1
Adubação,,Palmeiras do Tocantins,1
Descarte correto de embalagens,Pouco degradado,Jaú do Tocantins,1
Adubação,Pouco degradado,Jaú do Tocantins,1
Aceiros,,Palmeiras do Tocantins,1
Descarte correto de embalagens,,Palmeiras do Tocantins,1
Adubação,,Palmeiras do Tocantins,1
Aceiros,Degradação Média,Jaú do Tocantins,1
Calagem,Degradação Média,Jaú do Tocantins,1
Adubação,Degradação Média,Jaú do Tocantins,1
Adubação verde,Não possui degradação,Araguanã,1
Aceiros,Não possui degradação,Araguanã,1
Adubação verde,Pouco degradado,Couto Magalhães,1
Reaproveitamento de residuos,Pouco degradado,Couto Magalhães,1
Rotação de cultura,Pouco degradado,Couto Magalhães,1
Aceiros,Pouco degradado,Couto Magalhães,1
Calagem,Pouco degradado,Couto Magalhães,1
Consórcio,Pouco degradado,Couto Magalhães,1
Recuperação de pastagens,Pouco degradado,Couto Magalhães,1
Adubação,Pouco degradado,Couto Magalhães,1
Aceiros,,Aguiarnópolis,1
Adubação,,Aguiarnópolis,1
Adubação verde,,dois Irmãos do Tocantins,1
Rotação de cultura,,dois Irmãos do Tocantins,1
Aceiros,,dois Irmãos do Tocantins,1
Calagem,,dois Irmãos do Tocantins,1
Adubação,,dois Irmãos do Tocantins,1
Aceiros,,Wanderlândia,1
Calagem,,Wanderlândia,1
Adubação,,Wanderlândia,1
Aceiros,,Wanderlândia,1
Calagem,,Wanderlândia,1
Reaproveitamento de residuos,,Bom Jesus do Tocantins,1
Rotação de cultura,,Bom Jesus do Tocantins,1
Aceiros,,Bom Jesus do Tocantins,1
Adubação,,Bom Jesus do Tocantins,1
Reaproveitamento de residuos,,Pedro Afonso,1
Rotação de cultura,,Pedro Afonso,1
Aceiros,,Pedro Afonso,1
Aceiros,Não possui degradação,Pium,1
Adubação,Não possui degradação,Pium,1
Adubação verde,,Palmas,1
Aceiros,,Palmas,1
Calagem,,Palmas,1
Adubação,,Palmas,1
Não usa,,Tocantínia,1
Aceiros,Não possui degradação,Caseara,1
Calagem,Não possui degradação,Caseara,1
Adubação,Não possui degradação,Caseara,1
Curva de nível,,Palmas,1
Adubação verde,,Palmas,1
Plantio direto,,Palmas,1
Adubação,,Palmas,1
Aceiros,Pouco degradado,Jaú do Tocantins,1
Aceiros,Pouco degradado,Barrolândia,1
Recuperação de pastagens,Pouco degradado,Barrolândia,1
Adubação,Pouco degradado,Barrolândia,1
Consórcio,Não possui degradação,Filadélfia,1
Aceiros,,Monte do Carmo,1
Aceiros,Pouco degradado,Silvanópolis,1
Calagem,Pouco degradado,Silvanópolis,1
Plantio direto,Pouco degradado,Silvanópolis,1
Adubação verde,,Paraíso do Tocantins,1
Reaproveitamento de residuos,,Paraíso do Tocantins,1
Aceiros,Degradação Média,Cristalândia,1
Aceiros,Não possui degradação,Dianópolis,1
Calagem,Não possui degradação,Dianópolis,1
Adubação,Não possui degradação,Dianópolis,1
Adubação verde,Não possui degradação,Caseara,1
Reaproveitamento de residuos,Não possui degradação,Caseara,1
Adubação,Não possui degradação,Caseara,1
Adubação verde,,Esperantina,1
Reaproveitamento de residuos,,Esperantina,1
Aceiros,,Esperantina,1
Descarte correto de embalagens,,Esperantina,1
Recuperação de pastagens,,Esperantina,1
Plantio direto,,Esperantina,1
Adubação,,Esperantina,1
Aceiros,Não possui degradação,Rio dos Bois,1
Adubação,Não possui degradação,Rio dos Bois,1
Aceiros,Pouco degradado,Ananás,1
Consórcio,Pouco degradado,Ananás,1
Não usa,,Monte Santo do Tocantins,1
Aceiros,,Dianópolis,1
Rotação de cultura,Não possui degradação,Itaguatins,1
Aceiros,Não possui degradação,Itaguatins,1
Descarte correto de embalagens,Não possui degradação,Itaguatins,1
Adubação,Não possui degradação,Itaguatins,1
Curva de nível,Não possui degradação,São Salvador do Tocantins,1
Aceiros,Não possui degradação,São Salvador do Tocantins,1
Reaproveitamento de residuos,Degradação Média,Nova Rosalândia,1
Rotação de cultura,Degradação Média,Nova Rosalândia,1
Plantio direto,Degradação Média,Nova Rosalândia,1
Adubação,Degradação Média,Nova Rosalândia,1
Aceiros,Não possui degradação,Rio dos Bois,1
Calagem,Não possui degradação,Rio dos Bois,1
Aceiros,Não possui degradação,Rio Sono,1
Calagem,Não possui degradação,Rio Sono,1
Não usa,,Miracema do Tocantins,1
Calagem,Pouco degradado,Aliança do Tocantins,1
Consórcio,Pouco degradado,Aliança do Tocantins,1
Ilp - integração lavoura pecuária,Pouco degradado,Aliança do Tocantins,1
Recuperação de pastagens,Pouco degradado,Aliança do Tocantins,1
Aceiros,Pouco degradado,Paranã,1
Consórcio,Pouco degradado,Paranã,1
Descarte correto de embalagens,Pouco degradado,Paranã,1
Recuperação de pastagens,Pouco degradado,Paranã,1
Plantio direto,Pouco degradado,Paranã,1
Aceiros,Não possui degradação,Ponte Alta do Bom Jesus,1
Calagem,Não possui degradação,Ponte Alta do Bom Jesus,1
Não usa,,Porto Nacional,1
Rotação de cultura,,Tocantínia,1
Aceiros,,Tocantínia,1
Consórcio,,Tocantínia,1
Adubação verde,Degradação Média,Babaçulândia,1
Reaproveitamento de residuos,Degradação Média,Babaçulândia,1
Rotação de cultura,Degradação Média,Babaçulândia,1
Aceiros,Degradação Média,Babaçulândia,1
Consórcio,Degradação Média,Babaçulândia,1
Recuperação de pastagens,Degradação Média,Babaçulândia,1
Plantio direto,Degradação Média,Babaçulândia,1
Aceiros,,Praia Norte,1
Aceiros,Não possui degradação,dois Irmãos do Tocantins,1
Calagem,Não possui degradação,dois Irmãos do Tocantins,1
Reaproveitamento de residuos,,Piraquê,1
Rotação de cultura,,Piraquê,1
Aceiros,,Piraquê,1
Calagem,,Piraquê,1
Adubação,,Piraquê,1
Adubação verde,,dois Irmãos do Tocantins,1
Rotação de cultura,,dois Irmãos do Tocantins,1
Aceiros,,dois Irmãos do Tocantins,1
Calagem,,dois Irmãos do Tocantins,1
Adubação,,dois Irmãos do Tocantins,1
Reaproveitamento de residuos,,Tupirama,1
Rotação de cultura,,Tupirama,1
Aceiros,,Tupirama,1
Reaproveitamento de residuos,,Araguaína,1
Aceiros,,Araguaína,1
Rotação de cultura,,Santa Maria do Tocantins,1
Aceiros,,Santa Maria do Tocantins,1
Adubação verde,Não possui degradação,Palmas,1
Rotação de cultura,Não possui degradação,Palmas,1
Aceiros,Não possui degradação,Palmas,1
Recuperação de pastagens,Não possui degradação,Palmas,1
Plantio direto,Não possui degradação,Palmas,1
Curva de nível,Não possui degradação,Dianópolis,1
Adubação verde,Não possui degradação,Dianópolis,1
Reaproveitamento de residuos,Não possui degradação,Dianópolis,1
Rotação de cultura,Não possui degradação,Dianópolis,1
Aceiros,Não possui degradação,Dianópolis,1
Calagem,Não possui degradação,Dianópolis,1
Consórcio,Não possui degradação,Dianópolis,1
Plantio direto,Não possui degradação,Dianópolis,1
Adubação,Não possui degradação,Dianópolis,1
Rotação de cultura,Não possui degradação,Caseara,1
Aceiros,Não possui degradação,Caseara,1
Adubação,Não possui degradação,Caseara,1
Rotação de cultura,Pouco degradado,Araguanã,1
Plantio direto,Pouco degradado,Araguanã,1
Adubação,Pouco degradado,Araguanã,1
Reaproveitamento de residuos,Degradação Média,Nova Rosalândia,1
Calagem,Degradação Média,Nova Rosalândia,1
Consórcio,Degradação Média,Nova Rosalândia,1
Adubação,Degradação Média,Nova Rosalândia,1
Aceiros,Muito degradado,Filadélfia,1
Não usa,Muito degradado,Filadélfia,1
Aceiros,Pouco degradado,Ponte Alta do Bom Jesus,1
Calagem,Pouco degradado,Ponte Alta do Bom Jesus,1
Rotação de cultura,,Luzinópolis,1
Aceiros,,Luzinópolis,1
Calagem,,Luzinópolis,1
Consórcio,,Luzinópolis,1
Descarte correto de embalagens,,Luzinópolis,1
Adubação,,Luzinópolis,1
Aceiros,Não possui degradação,Cristalândia,1
Adubação,Não possui degradação,Cristalândia,1
Reaproveitamento de residuos,Pouco degradado,Cristalândia,1
Aceiros,Pouco degradado,Cristalândia,1
Calagem,Pouco degradado,Cristalândia,1
Aceiros,Não possui degradação,Novo Jardim,1
Adubação,Não possui degradação,Novo Jardim,1
Aceiros,Pouco degradado,Cristalândia,1
Reaproveitamento de residuos,,Guaraí,1
Rotação de cultura,,Guaraí,1
Aceiros,,Guaraí,1
Calagem,,Guaraí,1
Consórcio,,Guaraí,1
Adubação,,Guaraí,1
Aceiros,Degradação Média,Ponte Alta do Bom Jesus,1
Rotação de cultura,Não possui degradação,Paranã,1
Aceiros,,Peixe,1
Adubação,,Peixe,1
Reaproveitamento de residuos,Pouco degradado,Pugmil,1
Rotação de cultura,Pouco degradado,Pugmil,1
Aceiros,Pouco degradado,Pugmil,1
Calagem,Pouco degradado,Pugmil,1
Consórcio,Pouco degradado,Pugmil,1
Adubação,Pouco degradado,Pugmil,1
Aceiros,Não possui degradação,Miranorte,1
Calagem,Não possui degradação,Miranorte,1
Plantio direto,Não possui degradação,Miranorte,1
Adubação,Não possui degradação,Miranorte,1
Adubação,,Pium,1
Adubação verde,Não possui degradação,Cristalândia,1
