uso_de_praticas_convencionais,qual_o_nivel_de_degradacao_que_predomina_nas_pastagens_,municipio_ibge,count
Plantio convencional,Degradação Média,Marianópolis do Tocantins,1
Aração,Degradação Média,Marianópolis do Tocantins,1
Gradagem,Degradação Média,Marianópolis do Tocantins,1
Monocultura,Degradação Média,Marianópolis do Tocantins,1
Uso de agrotóxicos,Degradação Média,Marianópolis do Tocantins,1
Roça de toco,Pouco degradado,Riachinho,1
Plantio convencional,Pouco degradado,Riachinho,1
Aração,Pouco degradado,Riachinho,1
Gradagem,Pouco degradado,Riachinho,1
Aração,Não possui degradação,Abreulândia,1
Gradagem,Não possui degradação,Abreulândia,1
Aração,,Guaraí,1
Gradagem,,Guaraí,1
Monocultura,,Guaraí,1
Uso de agrotóxicos,,Guaraí,1
Roça de toco,Não possui degradação,Piraquê,1
Aração,Não possui degradação,Piraquê,1
Gradagem,Não possui degradação,Piraquê,1
Queimadas,Não possui degradação,Piraquê,1
Uso de agrotóxicos,Não possui degradação,Piraquê,1
Roça de toco,Pouco degradado,Wanderlândia,1
Plantio convencional,Pouco degradado,Wanderlândia,1
Aração,Pouco degradado,Wanderlândia,1
Gradagem,Pouco degradado,Wanderlândia,1
Queimadas,Pouco degradado,Wanderlândia,1
Uso de agrotóxicos,Pouco degradado,Wanderlândia,1
Aração,Degradação Média,Divinópolis do Tocantins,1
Gradagem,Degradação Média,Divinópolis do Tocantins,1
Aração,Pouco degradado,Tocantínia,1
Gradagem,Pouco degradado,Tocantínia,1
Roça de toco,Não possui degradação,Rio Sono,1
Pastagem nativa,Não possui degradação,Rio Sono,1
Plantio convencional,Pouco degradado,Jaú do Tocantins,1
Aração,Pouco degradado,Jaú do Tocantins,1
Gradagem,Pouco degradado,Jaú do Tocantins,1
Queimadas,Pouco degradado,Jaú do Tocantins,1
Pastagem nativa,Pouco degradado,Jaú do Tocantins,1
Roça de toco,Pouco degradado,Caseara,1
Aração,Pouco degradado,Caseara,1
Gradagem,Pouco degradado,Caseara,1
Pastagem nativa,Pouco degradado,Caseara,1
Uso de agrotóxicos,Pouco degradado,Caseara,1
Plantio convencional,Degradação Média,Araguaçu,1
Aração,Degradação Média,Araguaçu,1
Gradagem,Degradação Média,Araguaçu,1
Pastagem nativa,Degradação Média,Araguaçu,1
Monocultura,Degradação Média,Araguaçu,1
Plantio convencional,Não possui degradação,Lagoa da Confusão,1
Aração,Não possui degradação,Lagoa da Confusão,1
Gradagem,Não possui degradação,Lagoa da Confusão,1
Plantio convencional,,Nova Olinda,1
Aração,,Nova Olinda,1
Gradagem,,Nova Olinda,1
Pastagem nativa,,Nova Olinda,1
Uso de agrotóxicos,,Nova Olinda,1
Aração,Não possui degradação,Luzinópolis,1
Gradagem,Não possui degradação,Luzinópolis,1
Queimadas,Não possui degradação,Luzinópolis,1
Pastagem nativa,Não possui degradação,Luzinópolis,1
Roça de toco,Pouco degradado,Dianópolis,1
Aração,Pouco degradado,Dianópolis,1
Gradagem,Pouco degradado,Dianópolis,1
Pastagem nativa,Pouco degradado,Dianópolis,1
Roça de toco,Pouco degradado,Aragominas,1
Queimadas,Pouco degradado,Tocantínia,1
Pastagem nativa,Pouco degradado,Tocantínia,1
Plantio convencional,,Porto Nacional,1
Aração,Pouco degradado,Guaraí,1
Gradagem,Pouco degradado,Guaraí,1
Uso de agrotóxicos,Pouco degradado,Guaraí,1
Plantio convencional,,Talismã,1
Aração,,Talismã,1
Gradagem,,Talismã,1
Plantio convencional,Pouco degradado,Almas,1
Aração,,Gurupi,1
Gradagem,,Gurupi,1
Roça de toco,Pouco degradado,Aurora do Tocantins,1
Plantio convencional,Degradação Média,Dianópolis,1
Aração,Degradação Média,Dianópolis,1
Gradagem,Degradação Média,Dianópolis,1
Uso de agrotóxicos,Degradação Média,Dianópolis,1
Plantio convencional,,Nova Rosalândia,1
Plantio convencional,,Axixá do Tocantins,1
Aração,,Santa Terezinha do Tocantins,1
Gradagem,,Santa Terezinha do Tocantins,1
Pastagem nativa,,Santa Terezinha do Tocantins,1
Roça de toco,Pouco degradado,Miracema do Tocantins,1
Plantio convencional,Pouco degradado,Miracema do Tocantins,1
Aração,Pouco degradado,Miracema do Tocantins,1
Gradagem,Pouco degradado,Miracema do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Miracema do Tocantins,1
Plantio convencional,Não possui degradação,Figueirópolis,1
Uso de agrotóxicos,Não possui degradação,Figueirópolis,1
Plantio convencional,Degradação Média,Miracema do Tocantins,1
Aração,Degradação Média,Miracema do Tocantins,1
Gradagem,Degradação Média,Miracema do Tocantins,1
Uso de agrotóxicos,Degradação Média,Miracema do Tocantins,1
Roça de toco,Degradação Média,Santa Fé do Araguaia,1
Aração,Degradação Média,Santa Fé do Araguaia,1
Gradagem,Degradação Média,Santa Fé do Araguaia,1
Plantio convencional,,darcinópolis,1
Uso de agrotóxicos,,darcinópolis,1
Aração,Pouco degradado,Bandeirantes do Tocantins,1
Gradagem,Pouco degradado,Bandeirantes do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Bandeirantes do Tocantins,1
Queimadas,Pouco degradado,Goiatins,1
Uso de agrotóxicos,Não possui degradação,Caseara,1
Pastagem nativa,Não possui degradação,Dianópolis,1
Plantio convencional,Degradação Média,Marianópolis do Tocantins,1
Aração,Pouco degradado,Araguaína,1
Gradagem,Pouco degradado,Araguaína,1
Queimadas,Pouco degradado,Araguaína,1
Uso de agrotóxicos,Pouco degradado,Araguaína,1
Plantio convencional,Pouco degradado,Silvanópolis,1
Aração,Pouco degradado,Silvanópolis,1
Gradagem,Pouco degradado,Silvanópolis,1
Pastagem nativa,Pouco degradado,Silvanópolis,1
Uso de agrotóxicos,Pouco degradado,Silvanópolis,1
Aração,Degradação Média,Santa Fé do Araguaia,1
Gradagem,Degradação Média,Santa Fé do Araguaia,1
Uso de agrotóxicos,Degradação Média,Santa Fé do Araguaia,1
Roça de toco,Muito degradado,Santa Fé do Araguaia,1
Plantio convencional,Muito degradado,Santa Fé do Araguaia,1
Aração,Muito degradado,Santa Fé do Araguaia,1
Gradagem,Muito degradado,Santa Fé do Araguaia,1
Uso de agrotóxicos,Muito degradado,Santa Fé do Araguaia,1
Aração,Pouco degradado,Cristalândia,1
Gradagem,Pouco degradado,Cristalândia,1
Plantio convencional,Não possui degradação,São Salvador do Tocantins,1
Aração,Não possui degradação,São Salvador do Tocantins,1
Gradagem,Não possui degradação,São Salvador do Tocantins,1
Plantio convencional,Pouco degradado,Araguaína,1
Aração,Pouco degradado,Araguaína,1
Gradagem,Pouco degradado,Araguaína,1
Queimadas,Pouco degradado,Araguaína,1
Uso de agrotóxicos,Pouco degradado,Araguaína,1
Roça de toco,Pouco degradado,Lagoa da Confusão,1
Aração,Pouco degradado,Lagoa da Confusão,1
Gradagem,Pouco degradado,Lagoa da Confusão,1
Roça de toco,Degradação Média,Lagoa da Confusão,1
Aração,Degradação Média,Lagoa da Confusão,1
Gradagem,Degradação Média,Lagoa da Confusão,1
Pastagem nativa,Degradação Média,Lagoa da Confusão,1
Uso de agrotóxicos,Degradação Média,Lagoa da Confusão,1
Roça de toco,,Dianópolis,1
Aração,Não possui degradação,Lagoa da Confusão,1
Gradagem,Não possui degradação,Lagoa da Confusão,1
Pastagem nativa,Não possui degradação,Lagoa da Confusão,1
Uso de agrotóxicos,Não possui degradação,Lagoa da Confusão,1
Aração,Não possui degradação,Ipueiras,1
Gradagem,Não possui degradação,Ipueiras,1
Pastagem nativa,Não possui degradação,Ipueiras,1
Queimadas,Não possui degradação,Talismã,1
Aração,Não possui degradação,Pium,1
Gradagem,Não possui degradação,Pium,1
Uso de agrotóxicos,Não possui degradação,Pium,1
Plantio convencional,,Nova Rosalândia,1
Aração,,Nova Rosalândia,1
Gradagem,,Nova Rosalândia,1
Aração,Degradação Média,Santa Terezinha do Tocantins,1
Gradagem,Degradação Média,Santa Terezinha do Tocantins,1
Uso de agrotóxicos,Degradação Média,Santa Terezinha do Tocantins,1
Queimadas,Não possui degradação,Aragominas,1
Uso de agrotóxicos,Não possui degradação,Aragominas,1
Aração,Não possui degradação,Ponte Alta do Bom Jesus,1
Gradagem,Não possui degradação,Ponte Alta do Bom Jesus,1
Roça de toco,Degradação Média,Xambioá,1
Queimadas,Degradação Média,Xambioá,1
Monocultura,Degradação Média,Xambioá,1
Uso de agrotóxicos,Degradação Média,Xambioá,1
Roça de toco,Pouco degradado,Araguanã,1
Plantio convencional,Pouco degradado,Araguanã,1
Pastagem nativa,Pouco degradado,Araguanã,1
Monocultura,Pouco degradado,Araguanã,1
Plantio convencional,Pouco degradado,Palmeiras do Tocantins,1
Aração,Pouco degradado,Palmeiras do Tocantins,1
Gradagem,Pouco degradado,Palmeiras do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Palmeiras do Tocantins,1
Roça de toco,Pouco degradado,Monte do Carmo,1
Plantio convencional,Pouco degradado,Monte do Carmo,1
Aração,Pouco degradado,Monte do Carmo,1
Gradagem,Pouco degradado,Monte do Carmo,1
Monocultura,Pouco degradado,Monte do Carmo,1
Aração,Pouco degradado,Aragominas,1
Gradagem,Pouco degradado,Aragominas,1
Uso de agrotóxicos,Pouco degradado,Aragominas,1
Plantio convencional,Pouco degradado,Chapada de Areia,1
Roça de toco,Não possui degradação,Ananás,1
Aração,Não possui degradação,Ananás,1
Gradagem,Não possui degradação,Ananás,1
Monocultura,Degradação Média,Nova Rosalândia,1
Plantio convencional,,Nova Rosalândia,1
Aração,,Nova Rosalândia,1
Gradagem,,Nova Rosalândia,1
Monocultura,,Nova Rosalândia,1
Roça de toco,Não possui degradação,Almas,1
Pastagem nativa,Não possui degradação,Almas,1
Aração,Pouco degradado,Ponte Alta do Bom Jesus,1
Gradagem,Pouco degradado,Ponte Alta do Bom Jesus,1
Pastagem nativa,Pouco degradado,Ponte Alta do Bom Jesus,1
Aração,Não possui degradação,Palmas,1
Gradagem,Não possui degradação,Palmas,1
Pastagem nativa,Não possui degradação,Palmas,1
Uso de agrotóxicos,Não possui degradação,Palmas,1
Plantio convencional,Degradação Média,Monte Santo do Tocantins,1
Aração,Degradação Média,Monte Santo do Tocantins,1
Gradagem,Degradação Média,Monte Santo do Tocantins,1
Roça de toco,Pouco degradado,Monte Santo do Tocantins,1
Pastagem nativa,Pouco degradado,Monte Santo do Tocantins,1
Plantio convencional,Pouco degradado,Paraíso do Tocantins,1
Plantio convencional,Pouco degradado,Jaú do Tocantins,1
Queimadas,Pouco degradado,Jaú do Tocantins,1
Monocultura,Pouco degradado,Jaú do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Jaú do Tocantins,1
Roça de toco,,Ponte Alta do Bom Jesus,1
Roça de toco,Degradação Média,Aragominas,1
Uso de agrotóxicos,Degradação Média,Aragominas,1
Roça de toco,Não possui degradação,Centenário,1
Aração,Não possui degradação,Centenário,1
Gradagem,Não possui degradação,Centenário,1
Plantio convencional,Pouco degradado,Miracema do Tocantins,1
Plantio convencional,Pouco degradado,Divinópolis do Tocantins,1
Aração,Pouco degradado,Divinópolis do Tocantins,1
Gradagem,Pouco degradado,Divinópolis do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Divinópolis do Tocantins,1
Roça de toco,Pouco degradado,Babaçulândia,1
Plantio convencional,Pouco degradado,Babaçulândia,1
Aração,Pouco degradado,Babaçulândia,1
Gradagem,Pouco degradado,Babaçulândia,1
Pastagem nativa,Pouco degradado,Babaçulândia,1
Pastagem nativa,Não possui degradação,Cristalândia,1
Aração,Degradação Média,Filadélfia,1
Gradagem,Degradação Média,Filadélfia,1
Plantio convencional,Degradação Média,Fátima,1
Aração,Degradação Média,Fátima,1
Gradagem,Degradação Média,Fátima,1
Monocultura,Degradação Média,Fátima,1
Uso de agrotóxicos,Degradação Média,Fátima,1
Roça de toco,Pouco degradado,Barrolândia,1
Plantio convencional,Pouco degradado,Barrolândia,1
Aração,Pouco degradado,Barrolândia,1
Gradagem,Pouco degradado,Barrolândia,1
Uso de agrotóxicos,Pouco degradado,Barrolândia,1
Plantio convencional,Não possui degradação,Caseara,1
Pastagem nativa,Não possui degradação,Caseara,1
Plantio convencional,Pouco degradado,Jaú do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Jaú do Tocantins,1
Roça de toco,Pouco degradado,Ponte Alta do Bom Jesus,1
Aração,Pouco degradado,Ponte Alta do Bom Jesus,1
Gradagem,Pouco degradado,Ponte Alta do Bom Jesus,1
Plantio convencional,,Gurupi,1
Aração,,Gurupi,1
Gradagem,,Gurupi,1
Plantio convencional,Pouco degradado,Cariri do Tocantins,1
Aração,Pouco degradado,Cariri do Tocantins,1
Gradagem,Pouco degradado,Cariri do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Cariri do Tocantins,1
Roça de toco,Degradação Média,dois Irmãos do Tocantins,1
Plantio convencional,Degradação Média,dois Irmãos do Tocantins,1
Uso de agrotóxicos,Degradação Média,dois Irmãos do Tocantins,1
Roça de toco,,Almas,1
Aração,Não possui degradação,Guaraí,1
Gradagem,Não possui degradação,Guaraí,1
Monocultura,Não possui degradação,Guaraí,1
Uso de agrotóxicos,Não possui degradação,Guaraí,1
Roça de toco,Pouco degradado,Piraquê,1
Aração,Pouco degradado,Piraquê,1
Gradagem,Pouco degradado,Piraquê,1
Queimadas,Pouco degradado,Piraquê,1
Aração,Não possui degradação,Paraíso do Tocantins,1
Gradagem,Não possui degradação,Paraíso do Tocantins,1
Uso de agrotóxicos,Não possui degradação,Paraíso do Tocantins,1
Aração,Pouco degradado,Cristalândia,1
Gradagem,Pouco degradado,Cristalândia,1
Aração,Pouco degradado,Bom Jesus do Tocantins,1
Gradagem,Pouco degradado,Bom Jesus do Tocantins,1
Aração,,Sítio Novo do Tocantins,1
Gradagem,,Sítio Novo do Tocantins,1
Uso de agrotóxicos,,Sítio Novo do Tocantins,1
Aração,Não possui degradação,Miracema do Tocantins,1
Gradagem,Não possui degradação,Miracema do Tocantins,1
Uso de agrotóxicos,Não possui degradação,Miracema do Tocantins,1
Plantio convencional,,Miranorte,1
Uso de agrotóxicos,,Miranorte,1
Roça de toco,Degradação Média,Angico,1
Plantio convencional,Degradação Média,Angico,1
Aração,Degradação Média,Angico,1
Gradagem,Degradação Média,Angico,1
Queimadas,Degradação Média,Angico,1
Uso de agrotóxicos,Degradação Média,Angico,1
Aração,Pouco degradado,Cachoeirinha,1
Gradagem,Pouco degradado,Cachoeirinha,1
Pastagem nativa,Pouco degradado,Cachoeirinha,1
Monocultura,Pouco degradado,Cachoeirinha,1
Uso de agrotóxicos,Pouco degradado,Cachoeirinha,1
Uso de agrotóxicos,Pouco degradado,Pium,1
Plantio convencional,Pouco degradado,Silvanópolis,1
Aração,Pouco degradado,Silvanópolis,1
Gradagem,Pouco degradado,Silvanópolis,1
Pastagem nativa,Pouco degradado,Silvanópolis,1
Uso de agrotóxicos,Pouco degradado,Silvanópolis,1
Plantio convencional,Muito degradado,Filadélfia,1
Não usa,Muito degradado,Filadélfia,1
Roça de toco,,Ponte Alta do Bom Jesus,1
Aração,,Ponte Alta do Bom Jesus,1
Gradagem,,Ponte Alta do Bom Jesus,1
Uso de agrotóxicos,,Ponte Alta do Bom Jesus,1
Não usa,Pouco degradado,Axixá do Tocantins,1
Aração,Pouco degradado,Divinópolis do Tocantins,1
Gradagem,Pouco degradado,Divinópolis do Tocantins,1
Pastagem nativa,Pouco degradado,Divinópolis do Tocantins,1
Não usa,Pouco degradado,Divinópolis do Tocantins,1
Roça de toco,Pouco degradado,Aragominas,1
Queimadas,Pouco degradado,Aragominas,1
Aração,Pouco degradado,Abreulândia,1
Gradagem,Pouco degradado,Abreulândia,1
Aração,,Rio dos Bois,1
Gradagem,,Rio dos Bois,1
Uso de agrotóxicos,,Rio dos Bois,1
Roça de toco,Pouco degradado,Nova Olinda,1
Plantio convencional,Pouco degradado,Nova Olinda,1
Aração,Pouco degradado,Nova Olinda,1
Gradagem,Pouco degradado,Nova Olinda,1
Pastagem nativa,Pouco degradado,Nova Olinda,1
Monocultura,Pouco degradado,Nova Olinda,1
Plantio convencional,Pouco degradado,Filadélfia,1
Monocultura,Pouco degradado,Filadélfia,1
Uso de agrotóxicos,Pouco degradado,Filadélfia,1
Aração,Pouco degradado,Cristalândia,1
Gradagem,Pouco degradado,Cristalândia,1
Roça de toco,Muito degradado,Novo Acordo,1
Aração,Não possui degradação,Cristalândia,1
Gradagem,Não possui degradação,Cristalândia,1
Plantio convencional,Pouco degradado,Aliança do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Aliança do Tocantins,1
Roça de toco,Degradação Média,Ponte Alta do Bom Jesus,1
Plantio convencional,Degradação Média,Ponte Alta do Bom Jesus,1
Pastagem nativa,Degradação Média,Ponte Alta do Bom Jesus,1
Plantio convencional,Não possui degradação,Lagoa da Confusão,1
Aração,Não possui degradação,Lagoa da Confusão,1
Gradagem,Não possui degradação,Lagoa da Confusão,1
Uso de agrotóxicos,Não possui degradação,Lagoa da Confusão,1
Aração,Degradação Média,São Miguel do Tocantins,1
Gradagem,Degradação Média,São Miguel do Tocantins,1
Queimadas,Degradação Média,São Miguel do Tocantins,1
Monocultura,Degradação Média,São Miguel do Tocantins,1
Uso de agrotóxicos,Degradação Média,São Miguel do Tocantins,1
Roça de toco,Não possui degradação,Piraquê,1
Aração,Não possui degradação,Piraquê,1
Gradagem,Não possui degradação,Piraquê,1
Uso de agrotóxicos,Não possui degradação,Piraquê,1
Plantio convencional,Degradação Média,Ipueiras,1
Aração,Degradação Média,Ipueiras,1
Gradagem,Degradação Média,Ipueiras,1
Monocultura,Degradação Média,Ipueiras,1
Uso de agrotóxicos,Degradação Média,Ipueiras,1
Aração,Pouco degradado,Piraquê,1
Gradagem,Pouco degradado,Piraquê,1
Queimadas,Pouco degradado,Piraquê,1
Uso de agrotóxicos,Pouco degradado,Piraquê,1
Roça de toco,Degradação Média,Angico,1
Aração,Degradação Média,Angico,1
Gradagem,Degradação Média,Angico,1
Queimadas,Degradação Média,Angico,1
Uso de agrotóxicos,Degradação Média,Angico,1
Aração,Pouco degradado,Abreulândia,1
Gradagem,Pouco degradado,Abreulândia,1
Uso de agrotóxicos,Pouco degradado,Abreulândia,1
Roça de toco,Não possui degradação,Dianópolis,1
Plantio convencional,Não possui degradação,Dianópolis,1
Aração,Não possui degradação,Dianópolis,1
Gradagem,Não possui degradação,Dianópolis,1
Queimadas,Pouco degradado,Talismã,1
Plantio convencional,Pouco degradado,Ipueiras,1
Pastagem nativa,Pouco degradado,Ipueiras,1
Uso de agrotóxicos,Pouco degradado,Ipueiras,1
Aração,Degradação Média,Luzinópolis,1
Gradagem,Degradação Média,Luzinópolis,1
Monocultura,Degradação Média,Luzinópolis,1
Uso de agrotóxicos,Degradação Média,Luzinópolis,1
Plantio convencional,Pouco degradado,Miracema do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Miracema do Tocantins,1
Plantio convencional,Pouco degradado,Barrolândia,1
Uso de agrotóxicos,Pouco degradado,Barrolândia,1
Roça de toco,,Caseara,1
Queimadas,,Caseara,1
Plantio convencional,,Nova Rosalândia,1
Pastagem nativa,,Nova Rosalândia,1
Roça de toco,,dois Irmãos do Tocantins,1
Plantio convencional,,dois Irmãos do Tocantins,1
Roça de toco,,Miracema do Tocantins,1
Plantio convencional,,Miracema do Tocantins,1
Aração,,Rio Sono,1
Gradagem,,Rio Sono,1
Queimadas,,Rio Sono,1
Aração,Pouco degradado,Filadélfia,1
Gradagem,Pouco degradado,Filadélfia,1
Queimadas,Pouco degradado,Filadélfia,1
Monocultura,Pouco degradado,Filadélfia,1
Uso de agrotóxicos,Pouco degradado,Filadélfia,1
Roça de toco,Degradação Média,Monte do Carmo,1
Plantio convencional,Degradação Média,Monte do Carmo,1
Monocultura,Degradação Média,Monte do Carmo,1
Plantio convencional,,Dianópolis,1
Aração,,Dianópolis,1
Gradagem,,Dianópolis,1
Produto natural para controle de pragas e doenças.,,Dianópolis,1
Plantio convencional,,Porto Nacional,1
Aração,,Porto Nacional,1
Gradagem,,Porto Nacional,1
Aração,Pouco degradado,Silvanópolis,1
Gradagem,Pouco degradado,Silvanópolis,1
Queimadas,Pouco degradado,Silvanópolis,1
Pastagem nativa,Pouco degradado,Silvanópolis,1
Roça de toco,,Silvanópolis,1
Pastagem nativa,,Silvanópolis,1
Aração,Pouco degradado,Miracema do Tocantins,1
Gradagem,Pouco degradado,Miracema do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Miracema do Tocantins,1
Aração,Não possui degradação,Novo Jardim,1
Gradagem,Não possui degradação,Novo Jardim,1
Roça de toco,Não possui degradação,Filadélfia,1
Aração,Não possui degradação,Filadélfia,1
Gradagem,Não possui degradação,Filadélfia,1
Queimadas,Não possui degradação,Filadélfia,1
Uso de agrotóxicos,Não possui degradação,Filadélfia,1
Roça de toco,Não possui degradação,Paranã,1
Plantio convencional,Não possui degradação,Paranã,1
Pastagem nativa,Não possui degradação,Paranã,1
Aração,,Carmolândia,1
Gradagem,,Carmolândia,1
Pastagem nativa,,Carmolândia,1
Uso de agrotóxicos,,Carmolândia,1
Aração,Não possui degradação,Caseara,1
Gradagem,Não possui degradação,Caseara,1
Uso de agrotóxicos,Não possui degradação,Caseara,1
Plantio convencional,Degradação Média,Jaú do Tocantins,1
Uso de agrotóxicos,Degradação Média,Jaú do Tocantins,1
Plantio convencional,,Esperantina,1
Aração,Não possui degradação,Axixá do Tocantins,1
Gradagem,Não possui degradação,Axixá do Tocantins,1
Uso de agrotóxicos,Não possui degradação,Axixá do Tocantins,1
Roça de toco,Degradação Média,Luzinópolis,1
Queimadas,Degradação Média,Luzinópolis,1
Uso de agrotóxicos,Degradação Média,Luzinópolis,1
Plantio convencional,Degradação Média,Miracema do Tocantins,1
Roça de toco,,Axixá do Tocantins,1
Plantio convencional,,Araguaína,1
Aração,,Araguaína,1
Gradagem,,Araguaína,1
Roça de toco,,Paranã,1
Pastagem nativa,,Paranã,1
Plantio convencional,,Abreulândia,1
Aração,,Abreulândia,1
Gradagem,,Abreulândia,1
Plantio convencional,Não possui degradação,Araguatins,1
Aração,Não possui degradação,Araguatins,1
Gradagem,Não possui degradação,Araguatins,1
Queimadas,Não possui degradação,Araguatins,1
Pastagem nativa,Não possui degradação,Araguatins,1
Monocultura,Não possui degradação,Araguatins,1
Uso de agrotóxicos,Não possui degradação,Araguatins,1
Plantio convencional,Degradação Média,Nova Rosalândia,1
Aração,Degradação Média,Nova Rosalândia,1
Gradagem,Degradação Média,Nova Rosalândia,1
Queimadas,Degradação Média,Nova Rosalândia,1
Plantio convencional,Degradação Média,Nova Rosalândia,1
Queimadas,Degradação Média,Nova Rosalândia,1
Aração,Pouco degradado,dois Irmãos do Tocantins,1
Gradagem,Pouco degradado,dois Irmãos do Tocantins,1
Uso de agrotóxicos,Pouco degradado,dois Irmãos do Tocantins,1
Aração,Não possui degradação,Filadélfia,1
Gradagem,Não possui degradação,Filadélfia,1
Queimadas,Não possui degradação,Filadélfia,1
Monocultura,Não possui degradação,Filadélfia,1
Uso de agrotóxicos,Não possui degradação,Filadélfia,1
Aração,Pouco degradado,Divinópolis do Tocantins,1
Gradagem,Pouco degradado,Divinópolis do Tocantins,1
Roça de toco,,São Bento do Tocantins,1
Queimadas,,São Bento do Tocantins,1
Uso de agrotóxicos,Não possui degradação,Rio Sono,1
Plantio convencional,Não possui degradação,Miracema do Tocantins,1
Aração,Não possui degradação,Miracema do Tocantins,1
Gradagem,Não possui degradação,Miracema do Tocantins,1
Pastagem nativa,Não possui degradação,Miracema do Tocantins,1
Não usa,Pouco degradado,Pium,1
Plantio convencional,Não possui degradação,Aliança do Tocantins,1
Aração,Não possui degradação,Aliança do Tocantins,1
Gradagem,Não possui degradação,Aliança do Tocantins,1
Queimadas,Não possui degradação,Aliança do Tocantins,1
Uso de agrotóxicos,Não possui degradação,Aliança do Tocantins,1
Plantio convencional,Degradação Média,Monte Santo do Tocantins,1
Aração,,São Miguel do Tocantins,1
Gradagem,,São Miguel do Tocantins,1
Uso de agrotóxicos,,São Miguel do Tocantins,1
Plantio convencional,Pouco degradado,Rio Sono,1
Plantio convencional,,Abreulândia,1
Aração,,Abreulândia,1
Gradagem,,Abreulândia,1
Plantio convencional,,Barrolândia,1
Aração,,Barrolândia,1
Gradagem,,Barrolândia,1
Uso de agrotóxicos,,Barrolândia,1
Plantio convencional,Não possui degradação,Alvorada,1
Não usa,Não possui degradação,Alvorada,1
Roça de toco,Pouco degradado,Ananás,1
Queimadas,Pouco degradado,Ananás,1
Plantio convencional,Degradação Média,Marianópolis do Tocantins,1
Pastagem nativa,Degradação Média,Marianópolis do Tocantins,1
Plantio convencional,,São Salvador do Tocantins,1
Plantio convencional,Não possui degradação,Novo Jardim,1
Aração,Não possui degradação,Novo Jardim,1
Gradagem,Não possui degradação,Novo Jardim,1
Aração,,Guaraí,1
Gradagem,,Guaraí,1
Monocultura,,Guaraí,1
Uso de agrotóxicos,,Guaraí,1
Pastagem nativa,Pouco degradado,Pium,1
Não usa,,Rio da Conceição,1
Plantio convencional,Pouco degradado,Chapada de Areia,1
Aração,Pouco degradado,Chapada de Areia,1
Gradagem,Pouco degradado,Chapada de Areia,1
Uso de agrotóxicos,Pouco degradado,Chapada de Areia,1
Roça de toco,Pouco degradado,Filadélfia,1
Queimadas,Pouco degradado,Filadélfia,1
Aração,Não possui degradação,Aurora do Tocantins,1
Gradagem,Não possui degradação,Aurora do Tocantins,1
Uso de agrotóxicos,Não possui degradação,Aurora do Tocantins,1
Aração,Não possui degradação,Pium,1
Gradagem,Não possui degradação,Pium,1
Não usa,Não possui degradação,Pium,1
Aração,Não possui degradação,Pium,1
Gradagem,Não possui degradação,Pium,1
Uso de agrotóxicos,Não possui degradação,Pium,1
Plantio convencional,Pouco degradado,Divinópolis do Tocantins,1
Aração,Pouco degradado,Divinópolis do Tocantins,1
Gradagem,Pouco degradado,Divinópolis do Tocantins,1
Aração,Pouco degradado,Aragominas,1
Gradagem,Pouco degradado,Aragominas,1
Queimadas,Pouco degradado,Aragominas,1
Uso de agrotóxicos,Pouco degradado,Aragominas,1
Monocultura,Degradação Média,Aragominas,1
Uso de agrotóxicos,Degradação Média,Aragominas,1
Aração,Não possui degradação,Talismã,1
Gradagem,Não possui degradação,Talismã,1
Pastagem nativa,Não possui degradação,Pium,1
Plantio convencional,Não possui degradação,Araguaína,1
Aração,Não possui degradação,Araguaína,1
Gradagem,Não possui degradação,Araguaína,1
Uso de agrotóxicos,Não possui degradação,Araguaína,1
Roça de toco,Pouco degradado,Santa Terezinha do Tocantins,1
Plantio convencional,Pouco degradado,Santa Terezinha do Tocantins,1
Aração,Pouco degradado,Santa Terezinha do Tocantins,1
Gradagem,Pouco degradado,Santa Terezinha do Tocantins,1
Pastagem nativa,Pouco degradado,Santa Terezinha do Tocantins,1
Uso de agrotóxicos,Pouco degradado,Santa Terezinha do Tocantins,1
Plantio convencional,,Wanderlândia,1
Aração,,Wanderlândia,1
Gradagem,,Wanderlândia,1
Uso de agrotóxicos,,Wanderlândia,1
Aração,Não possui degradação,Colméia,1
Gradagem,Não possui degradação,Colméia,1
Uso de agrotóxicos,Não possui degradação,Colméia,1
Plantio convencional,Não possui degradação,Almas,1
Roça de toco,,Aragominas,1
Aração,Não possui degradação,Sucupira,1
Gradagem,Não possui degradação,Sucupira,1
Roça de toco,,Tocantínia,1
Aração,,Tocantínia,1
Gradagem,,Tocantínia,1
Queimadas,,Tocantínia,1
Roça de toco,,Couto Magalhães,1
Queimadas,,Couto Magalhães,1
Uso de agrotóxicos,,Couto Magalhães,1
Aração,Não possui degradação,Miranorte,1
Gradagem,Não possui degradação,Miranorte,1
Aração,,Abreulândia,1
Gradagem,,Abreulândia,1
Roça de toco,Pouco degradado,Guaraí,1
