acessa_ou_ja_acessou_politicas_publicas__,municipio_original,Record Count,municipio_norm,COD_UF,COD,NOME,nome_norm,nome_match,COD_fuzzy,COD_UF_fuzzy,NOME_fuzzy,nome_norm_fuzzy,codigo_final,uf_final,municipio_ibge
"Crédito Rural, Bolsa Família",Paraiso do Tocantins,1,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
"Crédito Rural, Aposentadoria Rural",Araguaçu,1,araguacu,17.0,1702000.0,Araguaçu,araguacu,,,,,,1702000.0,17.0,Araguaçu
"Crédito Rural, Compra Direta (PAA)",PONTE ALTA DO BOM JESUS,1,ponte alta do bom jesus,17.0,1717800.0,Ponte Alta do Bom Jesus,ponte alta do bom jesus,,,,,,1717800.0,17.0,Ponte Alta do Bom Jesus
"Crédito Rural, Fomento",PALMEIRAS DO TOCANTINS,1,palmeiras do tocantins,17.0,1713809.0,Palmeiras do Tocantins,palmeiras do tocantins,,,,,,1713809.0,17.0,Palmeiras do Tocantins
Não,LAGOA DA CONFUSÃO -TO,1,lagoa da confusao -to,,,,,lagoa da confusao,1711902.0,17.0,Lagoa da Confusão,lagoa da confusao,1711902.0,17.0,Lagoa da Confusão
Crédito Rural,AXIXÁ DO TOCANTINS TO,1,axixa do tocantins to,,,,,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins
APOSENTADORIA RURAL,CHAPADA DA NATIVIDADE-TO,1,chapada da natividade-to,,,,,chapada da natividade,1705102.0,17.0,Chapada da Natividade,chapada da natividade,1705102.0,17.0,Chapada da Natividade
"Crédito Rural, Compra Direta (PAA)",AXIXA DO TOCANTINS,1,axixa do tocantins,17.0,1702901.0,Axixá do Tocantins,axixa do tocantins,,,,,,1702901.0,17.0,Axixá do Tocantins
Aposentadoria Rural,CHAPADA DA NATIVIDADE-TO,1,chapada da natividade-to,,,,,chapada da natividade,1705102.0,17.0,Chapada da Natividade,chapada da natividade,1705102.0,17.0,Chapada da Natividade
"Compra Direta (PAA), Merenda Escolar (PENAE)",CASEARA,1,caseara,17.0,1703909.0,Caseara,caseara,,,,,,1703909.0,17.0,Caseara
"Crédito Rural, Aposentadoria Rural",SÍTIO NOVO DO TOCANTINS,1,sitio novo do tocantins,17.0,1720804.0,Sítio Novo do Tocantins,sitio novo do tocantins,,,,,,1720804.0,17.0,Sítio Novo do Tocantins
"Merenda Escolar (PENAE), Bolsa Família",Miranorte,1,miranorte,17.0,1713304.0,Miranorte,miranorte,,,,,,1713304.0,17.0,Miranorte
Não,IPUEIRAS,1,ipueiras,17.0,1709807.0,Ipueiras,ipueiras,,,,,,1709807.0,17.0,Ipueiras
Compra Direta (PAA),GUARAÍ,1,guarai,17.0,1709302.0,Guaraí,guarai,,,,,,1709302.0,17.0,Guaraí
"CAF , CAR.",PARANÃ,1,parana,17.0,1716208.0,Paranã,parana,,,,,,1716208.0,17.0,Paranã
"Compra Direta (PAA), Merenda Escolar (PENAE), Bolsa Família",Araguanã,1,araguana,17.0,1702158.0,Araguanã,araguana,,,,,,1702158.0,17.0,Araguanã
"Compra Direta (PAA), Merenda Escolar (PENAE), Fomento, Bolsa Família",Palmeiras do Tocantins,1,palmeiras do tocantins,17.0,1713809.0,Palmeiras do Tocantins,palmeiras do tocantins,,,,,,1713809.0,17.0,Palmeiras do Tocantins
"Crédito Rural, Compra Direta (PAA), Merenda Escolar (PENAE), Bolsa Família",PONTE ALTA DO BOM JESUS,1,ponte alta do bom jesus,17.0,1717800.0,Ponte Alta do Bom Jesus,ponte alta do bom jesus,,,,,,1717800.0,17.0,Ponte Alta do Bom Jesus
Não,Almas,1,almas,17.0,1700400.0,Almas,almas,,,,,,1700400.0,17.0,Almas
"Crédito Rural, Compra Direta (PAA), Merenda Escolar (PENAE), Bolsa Família",Dois Irmãos,1,dois irmaos,,,,,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins
Bolsa Família,ARAGOMINAS,1,aragominas,17.0,1701309.0,Aragominas,aragominas,,,,,,1701309.0,17.0,Aragominas
Bolsa Família,DUERÉ,1,duere,17.0,1707306.0,Dueré,duere,,,,,,1707306.0,17.0,Dueré
"Crédito Rural, Compra Direta (PAA), Merenda Escolar (PENAE)",DIVINÓPOLIS - TO,1,divinopolis - to,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
"Crédito Rural, Aposentadoria Rural",Divinopolis do Tocantins,1,divinopolis do tocantins,17.0,1707108.0,Divinópolis do Tocantins,divinopolis do tocantins,,,,,,1707108.0,17.0,Divinópolis do Tocantins
Compra Direta (PAA),GUARAI,1,guarai,17.0,1709302.0,Guaraí,guarai,,,,,,1709302.0,17.0,Guaraí
CAF,SILVANOPOLIS,1,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
Crédito Rural,SANTA FÉ DO ARAGUAIA-TO,1,santa fe do araguaia-to,,,,,santa fe do araguaia,1718865.0,17.0,Santa Fé do Araguaia,santa fe do araguaia,1718865.0,17.0,Santa Fé do Araguaia
"Compra Direta (PAA), Merenda Escolar (PENAE)",Riachinho,1,riachinho,17.0,1718550.0,Riachinho,riachinho,,,,,,1718550.0,17.0,Riachinho
FOMENTO,PALMEIRAS DO TOCANTINS,1,palmeiras do tocantins,17.0,1713809.0,Palmeiras do Tocantins,palmeiras do tocantins,,,,,,1713809.0,17.0,Palmeiras do Tocantins
"Crédito Rural, Aposentadoria Rural",Paraiso do Tocantins,1,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
Não,Dianópolis,1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
"Compra Direta (PAA), Bolsa Família",RIO SONO TOCANTINS,1,rio sono tocantins,,,,,rio sono,1718758.0,17.0,Rio Sono,rio sono,1718758.0,17.0,Rio Sono
"Compra Direta (PAA), Fomento",CHÁCARA BAIXA FUNDA,1,chacara baixa funda,,,,,,,,,,,,
"Crédito Rural, Aposentadoria Rural",LAJEADO,1,lajeado,17.0,1712009.0,Lajeado,lajeado,,,,,,1712009.0,17.0,Lajeado
Crédito Rural,CASEARA - TO,1,caseara - to,,,,,caseara,1703909.0,17.0,Caseara,caseara,1703909.0,17.0,Caseara
"Compra Direta (PAA), Merenda Escolar (PENAE), Fomento",ABREULANDIA,1,abreulandia,17.0,1700251.0,Abreulândia,abreulandia,,,,,,1700251.0,17.0,Abreulândia
ATER NORMAL,DARCINÓPOLIS,1,darcinopolis,17.0,1706506.0,darcinópolis,darcinopolis,,,,,,1706506.0,17.0,darcinópolis
"Crédito Rural, Bolsa Família",Divinopolis,1,divinopolis,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
Aposentadoria Rural,Chapada de Areia,1,chapada de areia,17.0,1704600.0,Chapada de Areia,chapada de areia,,,,,,1704600.0,17.0,Chapada de Areia
"Crédito Rural, Compra Direta (PAA), Fomento, Aposentadoria Rural",Talisma,1,talisma,17.0,1720978.0,Talismã,talisma,,,,,,1720978.0,17.0,Talismã
"Crédito Rural, Fomento, Aposentadoria Rural",PORTO ALEGRE DO TOCANTINS,1,porto alegre do tocantins,17.0,1718006.0,Porto Alegre do Tocantins,porto alegre do tocantins,,,,,,1718006.0,17.0,Porto Alegre do Tocantins
"Crédito Rural, Compra Direta (PAA), Merenda Escolar (PENAE)",Araguaçu,1,araguacu,17.0,1702000.0,Araguaçu,araguacu,,,,,,1702000.0,17.0,Araguaçu
"Crédito Rural, Compra Direta (PAA), Merenda Escolar (PENAE)",Araguatins,1,araguatins,17.0,1702208.0,Araguatins,araguatins,,,,,,1702208.0,17.0,Araguatins
"Fomento, Bolsa Família",LAJEADO,1,lajeado,17.0,1712009.0,Lajeado,lajeado,,,,,,1712009.0,17.0,Lajeado
"Crédito Rural, Compra Direta (PAA)",Sucupira-TO,1,sucupira-to,,,,,sucupira,1720853.0,17.0,Sucupira,sucupira,1720853.0,17.0,Sucupira
Crédito Rural,Araguaína,1,araguaina,17.0,1702109.0,Araguaína,araguaina,,,,,,1702109.0,17.0,Araguaína
Não,PARANÃ TO,1,parana to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
"Crédito Rural, PRONAF",Sucupira-TO,1,sucupira-to,,,,,sucupira,1720853.0,17.0,Sucupira,sucupira,1720853.0,17.0,Sucupira
"Compra Direta (PAA), Fomento",Palmeirópolis,1,palmeiropolis,17.0,1715754.0,Palmeirópolis,palmeiropolis,,,,,,1715754.0,17.0,Palmeirópolis
Compra Direta (PAA),Alvorada,1,alvorada,17.0,1700707.0,Alvorada,alvorada,,,,,,1700707.0,17.0,Alvorada
"Crédito Rural, Compra Direta (PAA), Merenda Escolar (PENAE)",PARAÍSO -TO,1,paraiso -to,,,,,paraiso do tocantins,1716109.0,17.0,Paraíso do Tocantins,paraiso do tocantins,1716109.0,17.0,Paraíso do Tocantins
"Crédito Rural, Compra Direta (PAA), Merenda Escolar (PENAE)",LUZINOPOLIS,1,luzinopolis,17.0,1712454.0,Luzinópolis,luzinopolis,,,,,,1712454.0,17.0,Luzinópolis
"Não, ATER",PALMEIRAS DO TOCANTINS,1,palmeiras do tocantins,17.0,1713809.0,Palmeiras do Tocantins,palmeiras do tocantins,,,,,,1713809.0,17.0,Palmeiras do Tocantins
"Não, Crédito Rural",PARANÃ-TO,1,parana-to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
Aposentadoria Rural,IPUEIRAS,1,ipueiras,17.0,1709807.0,Ipueiras,ipueiras,,,,,,1709807.0,17.0,Ipueiras
Não,Miranorte-TO,1,miranorte-to,,,,,miranorte,1713304.0,17.0,Miranorte,miranorte,1713304.0,17.0,Miranorte
"Crédito Rural, Compra Direta (PAA)",Talisma,1,talisma,17.0,1720978.0,Talismã,talisma,,,,,,1720978.0,17.0,Talismã
Compra Direta (PAA),PORTO NACIONAL,1,porto nacional,17.0,1718204.0,Porto Nacional,porto nacional,,,,,,1718204.0,17.0,Porto Nacional
"Compra Direta (PAA), Merenda Escolar (PENAE)",DIANÓPOLIS,1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
Bolsa Família,RIO SONO - TO,1,rio sono - to,,,,,rio sono,1718758.0,17.0,Rio Sono,rio sono,1718758.0,17.0,Rio Sono
Não,Barrolândia-To,1,barrolandia-to,,,,,barrolandia,1703107.0,17.0,Barrolândia,barrolandia,1703107.0,17.0,Barrolândia
"Crédito Rural, Bolsa Família",Talisma,1,talisma,17.0,1720978.0,Talismã,talisma,,,,,,1720978.0,17.0,Talismã
"Crédito Rural, Compra Direta (PAA), Merenda Escolar (PENAE)",ALVORADA,1,alvorada,17.0,1700707.0,Alvorada,alvorada,,,,,,1700707.0,17.0,Alvorada
Aposentadoria Rural,RIO DOS BOIS,1,rio dos bois,17.0,1718709.0,Rio dos Bois,rio dos bois,,,,,,1718709.0,17.0,Rio dos Bois
"Compra Direta (PAA), Merenda Escolar (PENAE), Bolsa Família",PALMAS,1,palmas,17.0,1721000.0,Palmas,palmas,,,,,,1721000.0,17.0,Palmas
"Crédito Rural, Compra Direta (PAA)",Miracema do Tocantins,1,miracema do tocantins,17.0,1713205.0,Miracema do Tocantins,miracema do tocantins,,,,,,1713205.0,17.0,Miracema do Tocantins
Crédito Rural,ABREULANDIA,1,abreulandia,17.0,1700251.0,Abreulândia,abreulandia,,,,,,1700251.0,17.0,Abreulândia
Crédito Rural,AGUIARNÓPOLIS,1,aguiarnopolis,17.0,1700301.0,Aguiarnópolis,aguiarnopolis,,,,,,1700301.0,17.0,Aguiarnópolis
"Bolsa Família, MAIS AMLIMENTO",ARAGOMINAS,1,aragominas,17.0,1701309.0,Aragominas,aragominas,,,,,,1701309.0,17.0,Aragominas
Crédito Rural,Novo Acordo,1,novo acordo,17.0,1715101.0,Novo Acordo,novo acordo,,,,,,1715101.0,17.0,Novo Acordo
"Fomento, Bolsa Família",PALMAS,1,palmas,17.0,1721000.0,Palmas,palmas,,,,,,1721000.0,17.0,Palmas
"Crédito Rural, Compra Direta (PAA), Fomento",AXIXÁ DO TOCANTINS,1,axixa do tocantins,17.0,1702901.0,Axixá do Tocantins,axixa do tocantins,,,,,,1702901.0,17.0,Axixá do Tocantins
"Compra Direta (PAA), Aposentadoria Rural",CASEARA -TO,1,caseara -to,,,,,caseara,1703909.0,17.0,Caseara,caseara,1703909.0,17.0,Caseara
Crédito Rural,MONTE SANTO,1,monte santo,,,,,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins
Aposentadoria Rural,Aurora do Tocantins,1,aurora do tocantins,17.0,1702703.0,Aurora do Tocantins,aurora do tocantins,,,,,,1702703.0,17.0,Aurora do Tocantins
"Crédito Rural, Fomento, Aposentadoria Rural",Peixe,1,peixe,17.0,1716604.0,Peixe,peixe,,,,,,1716604.0,17.0,Peixe
"Crédito Rural, Compra Direta (PAA)",RIACHINHO,1,riachinho,17.0,1718550.0,Riachinho,riachinho,,,,,,1718550.0,17.0,Riachinho
"Fomento, Bolsa Família",ARAGOMINAS,1,aragominas,17.0,1701309.0,Aragominas,aragominas,,,,,,1701309.0,17.0,Aragominas
Não,ALMAS,1,almas,17.0,1700400.0,Almas,almas,,,,,,1700400.0,17.0,Almas
"Crédito Rural, Bolsa Família",PONTE ALTA DO BOM JESUS,1,ponte alta do bom jesus,17.0,1717800.0,Ponte Alta do Bom Jesus,ponte alta do bom jesus,,,,,,1717800.0,17.0,Ponte Alta do Bom Jesus
"Crédito Rural, Aposentadoria Rural",DUERÉ,1,duere,17.0,1707306.0,Dueré,duere,,,,,,1707306.0,17.0,Dueré
"Crédito Rural, Aposentadoria Rural",JAU DO TO,1,jau do to,,,,,jau do tocantins,1711506.0,17.0,Jaú do Tocantins,jau do tocantins,1711506.0,17.0,Jaú do Tocantins
Compra Direta (PAA),CARIRI DO TOCANTIINS -TO,1,cariri do tocantiins -to,,,,,cariri do tocantins,1703867.0,17.0,Cariri do Tocantins,cariri do tocantins,1703867.0,17.0,Cariri do Tocantins
CREDITO FUNDIARIO,PARAISO DO TOCANTINS,1,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
Merenda Escolar (PENAE),COLMÉIA,1,colmeia,17.0,1716703.0,Colméia,colmeia,,,,,,1716703.0,17.0,Colméia
Não,Dueré TO,1,duere to,,,,,duere,1707306.0,17.0,Dueré,duere,1707306.0,17.0,Dueré
"Crédito Rural, CADASTRO AMBIENTAL RURAL",DOIS IRMÃOS DO TOCANTINS - TO,1,dois irmaos do tocantins - to,,,,,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins
"Compra Direta (PAA), Merenda Escolar (PENAE), Bolsa Família",RIO SONO,1,rio sono,17.0,1718758.0,Rio Sono,rio sono,,,,,,1718758.0,17.0,Rio Sono
Crédito Rural,COUTO DE MAGALHAES,1,couto de magalhaes,,,,,couto magalhaes,1706001.0,17.0,Couto Magalhães,couto magalhaes,1706001.0,17.0,Couto Magalhães
"Crédito Rural, Compra Direta (PAA), Bolsa Família, Aposentadoria Rural",CASEARA - TO,1,caseara - to,,,,,caseara,1703909.0,17.0,Caseara,caseara,1703909.0,17.0,Caseara
Não,Angico,1,angico,17.0,1701051.0,Angico,angico,,,,,,1701051.0,17.0,Angico
"Compra Direta (PAA), Merenda Escolar (PENAE)",Palmeiras do Tocantins,1,palmeiras do tocantins,17.0,1713809.0,Palmeiras do Tocantins,palmeiras do tocantins,,,,,,1713809.0,17.0,Palmeiras do Tocantins
Bolsa Família,MONTE DO CARMO-TO.,1,monte do carmo-to.,,,,,monte do carmo,1713601.0,17.0,Monte do Carmo,monte do carmo,1713601.0,17.0,Monte do Carmo
Crédito Rural,ARAGOMINAS -TO,1,aragominas -to,,,,,aragominas,1701309.0,17.0,Aragominas,aragominas,1701309.0,17.0,Aragominas
"Não, Bolsa Família",Miranorte/To,1,miranorte/to,,,,,miranorte,1713304.0,17.0,Miranorte,miranorte,1713304.0,17.0,Miranorte
"Bolsa Família, Aposentadoria Rural, Aposento por Incapacidade Permamente",Marianópolis do Tocantins,1,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
Fomento,PALMEIRAS DO TOCANTINS,1,palmeiras do tocantins,17.0,1713809.0,Palmeiras do Tocantins,palmeiras do tocantins,,,,,,1713809.0,17.0,Palmeiras do Tocantins
Aposentadoria Rural,PEDRO AFONSO,1,pedro afonso,17.0,1716505.0,Pedro Afonso,pedro afonso,,,,,,1716505.0,17.0,Pedro Afonso
"Crédito Rural, Compra Direta (PAA), Fomento, Bolsa Família, Aposentadoria Rural",DOIS IRMÃOS DO TOCANTINS,1,dois irmaos do tocantins,17.0,1707207.0,dois Irmãos do Tocantins,dois irmaos do tocantins,,,,,,1707207.0,17.0,dois Irmãos do Tocantins
"Crédito Rural, Aposentadoria Rural",Xambioa,1,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
Não,DOIS IRMAOS,1,dois irmaos,,,,,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins
"Bolsa Família, Aposentadoria Rural",ARAGOMINAS -TO,1,aragominas -to,,,,,aragominas,1701309.0,17.0,Aragominas,aragominas,1701309.0,17.0,Aragominas
Não,Gurupi,1,gurupi,17.0,1709500.0,Gurupi,gurupi,,,,,,1709500.0,17.0,Gurupi
Crédito Rural,SILVANOPOLIS,1,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
Não,TABOCÃO,1,tabocao,,,,,fortaleza do tabocao,1708254.0,17.0,Fortaleza do Tabocão,fortaleza do tabocao,1708254.0,17.0,Fortaleza do Tabocão
"Crédito Rural, Bolsa Família",Xambioá,1,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
Crédito Rural,BARROLANDIA,1,barrolandia,17.0,1703107.0,Barrolândia,barrolandia,,,,,,1703107.0,17.0,Barrolândia
"Crédito Rural, Compra Direta (PAA)",MONTE SANTO,1,monte santo,,,,,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins
"Crédito Rural, Compra Direta (PAA)",DIVINÓPOLIS,1,divinopolis,,,,,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins,divinopolis do tocantins,1707108.0,17.0,Divinópolis do Tocantins
Bolsa Família,pium,1,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
Merenda Escolar (PENAE),Alvorada,1,alvorada,17.0,1700707.0,Alvorada,alvorada,,,,,,1700707.0,17.0,Alvorada
Aposentadoria Rural,rio sono  to,1,rio sono  to,,,,,rio sono,1718758.0,17.0,Rio Sono,rio sono,1718758.0,17.0,Rio Sono
Crédito Rural,PORTO NACIONAL,1,porto nacional,17.0,1718204.0,Porto Nacional,porto nacional,,,,,,1718204.0,17.0,Porto Nacional
Crédito Rural,Dianopolis,1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
Aposentadoria Rural,AXIXA DO TO,1,axixa do to,,,,,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins,axixa do tocantins,1702901.0,17.0,Axixá do Tocantins
"Crédito Rural, Compra Direta (PAA)",MONTE SANTO TO,1,monte santo to,,,,,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins,monte santo do tocantins,1713700.0,17.0,Monte Santo do Tocantins
"Compra Direta (PAA), Bolsa Família",Xambioa,1,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
Crédito Rural,Aliança do Tocantins,1,alianca do tocantins,17.0,1700350.0,Aliança do Tocantins,alianca do tocantins,,,,,,1700350.0,17.0,Aliança do Tocantins
Não,FÁTIMA - TO,1,fatima - to,,,,,fatima,1707553.0,17.0,Fátima,fatima,1707553.0,17.0,Fátima
"Crédito Rural, PENSÃO",MARIANOPOLIS DO TOCANTINS,1,marianopolis do tocantins,17.0,1712504.0,Marianópolis do Tocantins,marianopolis do tocantins,,,,,,1712504.0,17.0,Marianópolis do Tocantins
Merenda Escolar (PENAE),Santa Terezinha do Tocantins,1,santa terezinha do tocantins,17.0,1720002.0,Santa Terezinha do Tocantins,santa terezinha do tocantins,,,,,,1720002.0,17.0,Santa Terezinha do Tocantins
"Crédito Rural, Compra Direta (PAA), Merenda Escolar (PENAE)",Paraíso do Tocantins,1,paraiso do tocantins,17.0,1716109.0,Paraíso do Tocantins,paraiso do tocantins,,,,,,1716109.0,17.0,Paraíso do Tocantins
AUXILIO DOENÇA,FILADÉLFIA,1,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
"Crédito Rural, Aposentadoria Rural",Cristalandia - TO,1,cristalandia - to,,,,,cristalandia,1706100.0,17.0,Cristalândia,cristalandia,1706100.0,17.0,Cristalândia
"Compra Direta (PAA), Aposentadoria Rural",bABAÇULÂNDIA,1,babaculandia,17.0,1703008.0,Babaçulândia,babaculandia,,,,,,1703008.0,17.0,Babaçulândia
"Compra Direta (PAA), Merenda Escolar (PENAE), Bolsa Família",PEDRO AFONSO,1,pedro afonso,17.0,1716505.0,Pedro Afonso,pedro afonso,,,,,,1716505.0,17.0,Pedro Afonso
Bolsa Família,Dianópolis,1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
Não,PIRAQUÊ,1,piraque,17.0,1717206.0,Piraquê,piraque,,,,,,1717206.0,17.0,Piraquê
"Crédito Rural, Compra Direta (PAA), Merenda Escolar (PENAE), Fomento, Aposentadoria Rural",SANTA FÉ DO ARAGUAIA,1,santa fe do araguaia,17.0,1718865.0,Santa Fé do Araguaia,santa fe do araguaia,,,,,,1718865.0,17.0,Santa Fé do Araguaia
"Fomento, Bolsa Família",PORTO ALEGRE DO TOCANTINS,1,porto alegre do tocantins,17.0,1718006.0,Porto Alegre do Tocantins,porto alegre do tocantins,,,,,,1718006.0,17.0,Porto Alegre do Tocantins
"Crédito Rural, Aposentadoria Rural",Marianópolis - TO,1,marianopolis - to,,,,,dianopolis,1707009.0,17.0,Dianópolis,dianopolis,1707009.0,17.0,Dianópolis
"Crédito Rural, Aposentadoria Rural",PARANÃ TO,1,parana to,,,,,parana,1716208.0,17.0,Paranã,parana,1716208.0,17.0,Paranã
PENSÃO POR MORTE,PIUM,1,pium,17.0,1717503.0,Pium,pium,,,,,,1717503.0,17.0,Pium
Bolsa Família,Filadélfia,1,filadelfia,17.0,1707702.0,Filadélfia,filadelfia,,,,,,1707702.0,17.0,Filadélfia
"Crédito Rural, Bolsa Família",ESPERANTINA -TO,1,esperantina -to,,,,,esperantina,1707405.0,17.0,Esperantina,esperantina,1707405.0,17.0,Esperantina
Bpc filho deficiente,Xambioá,1,xambioa,17.0,1722107.0,Xambioá,xambioa,,,,,,1722107.0,17.0,Xambioá
Não,PALMAS,1,palmas,17.0,1721000.0,Palmas,palmas,,,,,,1721000.0,17.0,Palmas
Crédito Rural,SILVANÓPOLIS,1,silvanopolis,17.0,1720655.0,Silvanópolis,silvanopolis,,,,,,1720655.0,17.0,Silvanópolis
Crédito Rural,DIVINOPOLIS-TO,1,divinopolis-to,,,,,,,,,,,,
"Crédito Rural, Aposentadoria Rural",SANTA MARIA DO TO.,1,santa maria do to.,,,,,santa terezinha do tocantins,1720002.0,17.0,Santa Terezinha do Tocantins,santa terezinha do tocantins,1720002.0,17.0,Santa Terezinha do Tocantins
"Crédito Rural, Compra Direta (PAA), Fomento, Aposentadoria Rural",SÍTIO NOVO DO TO,1,sitio novo do to,,,,,bandeirantes do tocantins,1703057.0,17.0,Bandeirantes do Tocantins,bandeirantes do tocantins,1703057.0,17.0,Bandeirantes do Tocantins
"Compra Direta (PAA), Fomento",CARIRI DO TOCANTINS - TO,1,cariri do tocantins - to,,,,,cariri do tocantins,1703867.0,17.0,Cariri do Tocantins,cariri do tocantins,1703867.0,17.0,Cariri do Tocantins
Não,Miracema dO Tocantins,1,miracema do tocantins,17.0,1713205.0,Miracema do Tocantins,miracema do tocantins,,,,,,1713205.0,17.0,Miracema do Tocantins
"Crédito Rural, Compra Direta (PAA)",Araguana,1,araguana,17.0,1702158.0,Araguanã,araguana,,,,,,1702158.0,17.0,Araguanã
"Crédito Rural, Compra Direta (PAA), Aposentadoria Rural",NOVA OLINDA,1,nova olinda,17.0,1714880.0,Nova Olinda,nova olinda,,,,,,1714880.0,17.0,Nova Olinda
"Crédito Rural, Compra Direta (PAA), Merenda Escolar (PENAE), Bolsa Família",DIANÓPOLIS,1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
"Crédito Rural, Compra Direta (PAA), Merenda Escolar (PENAE)",LUZINOPOLIS-TO,1,luzinopolis-to,,,,,luzinopolis,1712454.0,17.0,Luzinópolis,luzinopolis,1712454.0,17.0,Luzinópolis
Não,Araguana,1,araguana,17.0,1702158.0,Araguanã,araguana,,,,,,1702158.0,17.0,Araguanã
"Compra Direta (PAA), CONAB",PALMEIRAS,1,palmeiras,,,,,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins,palmeiras do tocantins,1713809.0,17.0,Palmeiras do Tocantins
Fomento,CHAPADA DA NATIVIDADE,1,chapada da natividade,17.0,1705102.0,Chapada da Natividade,chapada da natividade,,,,,,1705102.0,17.0,Chapada da Natividade
"Crédito Rural, Bolsa Família",RIO SONO  TO,1,rio sono  to,,,,,rio sono,1718758.0,17.0,Rio Sono,rio sono,1718758.0,17.0,Rio Sono
Não,Talismã,1,talisma,17.0,1720978.0,Talismã,talisma,,,,,,1720978.0,17.0,Talismã
"Crédito Rural, Compra Direta (PAA)",MARIANÓPOLIS,1,marianopolis,,,,,marianopolis do tocantins,1712504.0,17.0,Marianópolis do Tocantins,marianopolis do tocantins,1712504.0,17.0,Marianópolis do Tocantins
"Crédito Rural, Compra Direta (PAA), Merenda Escolar (PENAE), Bolsa Família",Angico,1,angico,17.0,1701051.0,Angico,angico,,,,,,1701051.0,17.0,Angico
"Crédito Rural, Compra Direta (PAA), Fomento, Aposentadoria Rural",Peixe,1,peixe,17.0,1716604.0,Peixe,peixe,,,,,,1716604.0,17.0,Peixe
CAF,PORTO ALEGRE DO TOCANTINS,1,porto alegre do tocantins,17.0,1718006.0,Porto Alegre do Tocantins,porto alegre do tocantins,,,,,,1718006.0,17.0,Porto Alegre do Tocantins
"Compra Direta (PAA), Merenda Escolar (PENAE), Aposentadoria Rural",DIANÓPOLIS,1,dianopolis,17.0,1707009.0,Dianópolis,dianopolis,,,,,,1707009.0,17.0,Dianópolis
"Compra Direta (PAA), Merenda Escolar (PENAE), Bolsa Família",Dois Irmãos,1,dois irmaos,,,,,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins,dois irmaos do tocantins,1707207.0,17.0,dois Irmãos do Tocantins
